sample_id,complexity_label,method,strength,replicate,top1,rank,rr
00305840,medium,robust,4,1,1,1,1.0
00154499,medium,baseline,0,0,1,1,1.0
00154499,medium,robust,0,0,1,1,1.0
00154499,medium,baseline,0,1,1,1,1.0
00154499,medium,robust,0,1,1,1,1.0
00154499,medium,baseline,1,0,1,1,1.0
00154499,medium,robust,1,0,1,1,1.0
00154499,medium,baseline,1,1,1,1,1.0
00154499,medium,robust,1,1,1,1,1.0
00154499,medium,baseline,2,0,1,1,1.0
00154499,medium,robust,2,0,1,1,1.0
00154499,medium,baseline,2,1,1,1,1.0
00154499,medium,robust,2,1,1,1,1.0
00154499,medium,baseline,3,0,1,1,1.0
00154499,medium,robust,3,0,1,1,1.0
00154499,medium,baseline,3,1,1,1,1.0
00154499,medium,robust,3,1,1,1,1.0
00154499,medium,baseline,4,0,0,2,0.5
00154499,medium,robust,4,0,1,1,1.0
00154499,medium,baseline,4,1,1,1,1.0
00154499,medium,robust,4,1,1,1,1.0
00267814,medium,baseline,0,0,1,1,1.0
00267814,medium,robust,0,0,1,1,1.0
00267814,medium,baseline,0,1,1,1,1.0
00267814,medium,robust,0,1,1,1,1.0
00267814,medium,baseline,1,0,1,1,1.0
00267814,medium,robust,1,0,1,1,1.0
00267814,medium,baseline,1,1,1,1,1.0
00267814,medium,robust,1,1,1,1,1.0
00267814,medium,baseline,2,0,1,1,1.0
00267814,medium,robust,2,0,1,1,1.0
00267814,medium,baseline,2,1,1,1,1.0
00267814,medium,robust,2,1,1,1,1.0
00267814,medium,baseline,3,0,1,1,1.0
00267814,medium,robust,3,0,0,7,0.142857
00267814,medium,baseline,3,1,1,1,1.0
00267814,medium,robust,3,1,0,10,0.1
00267814,medium,baseline,4,0,0,11,0.090909
00267814,medium,robust,4,0,0,7,0.142857
00267814,medium,baseline,4,1,1,1,1.0
00267814,medium,robust,4,1,0,8,0.125
00280345,medium,baseline,0,0,1,1,1.0
00280345,medium,robust,0,0,1,1,1.0
00280345,medium,baseline,0,1,1,1,1.0
00280345,medium,robust,0,1,1,1,1.0
00280345,medium,baseline,1,0,1,1,1.0
00280345,medium,robust,1,0,1,1,1.0
00280345,medium,baseline,1,1,1,1,1.0
00280345,medium,robust,1,1,1,1,1.0
00280345,medium,baseline,2,0,1,1,1.0
00280345,medium,robust,2,0,1,1,1.0
00280345,medium,baseline,2,1,1,1,1.0
00280345,medium,robust,2,1,1,1,1.0
00280345,medium,baseline,3,0,0,4,0.25
00280345,medium,robust,3,0,1,1,1.0
00280345,medium,baseline,3,1,1,1,1.0
00280345,medium,robust,3,1,1,1,1.0
00280345,medium,baseline,4,0,1,1,1.0
00280345,medium,robust,4,0,1,1,1.0
00280345,medium,baseline,4,1,0,23,0.043478
00280345,medium,robust,4,1,1,1,1.0
00189200,medium,baseline,0,0,1,1,1.0
00189200,medium,robust,0,0,1,1,1.0
00189200,medium,baseline,0,1,1,1,1.0
00189200,medium,robust,0,1,1,1,1.0
00189200,medium,baseline,1,0,1,1,1.0
00189200,medium,robust,1,0,1,1,1.0
00189200,medium,baseline,1,1,1,1,1.0
00189200,medium,robust,1,1,1,1,1.0
00189200,medium,baseline,2,0,1,1,1.0
00189200,medium,robust,2,0,1,1,1.0
00189200,medium,baseline,2,1,1,1,1.0
00189200,medium,robust,2,1,1,1,1.0
00189200,medium,baseline,3,0,0,3,0.333333
00189200,medium,robust,3,0,0,7,0.142857
00189200,medium,baseline,3,1,1,1,1.0
00189200,medium,robust,3,1,1,1,1.0
00189200,medium,baseline,4,0,0,3,0.333333
00189200,medium,robust,4,0,0,4,0.25
00189200,medium,baseline,4,1,1,1,1.0
00189200,medium,robust,4,1,1,1,1.0
00273887,medium,baseline,0,0,1,1,1.0
00273887,medium,robust,0,0,1,1,1.0
00273887,medium,baseline,0,1,1,1,1.0
00273887,medium,robust,0,1,1,1,1.0
00273887,medium,baseline,1,0,1,1,1.0
00273887,medium,robust,1,0,1,1,1.0
00273887,medium,baseline,1,1,1,1,1.0
00273887,medium,robust,1,1,1,1,1.0
00273887,medium,baseline,2,0,1,1,1.0
00273887,medium,robust,2,0,1,1,1.0
00273887,medium,baseline,2,1,1,1,1.0
00273887,medium,robust,2,1,1,1,1.0
00273887,medium,baseline,3,0,1,1,1.0
00273887,medium,robust,3,0,1,1,1.0
00273887,medium,baseline,3,1,0,3,0.333333
00273887,medium,robust,3,1,0,3,0.333333
00273887,medium,baseline,4,0,1,1,1.0
00273887,medium,robust,4,0,1,1,1.0
00273887,medium,baseline,4,1,0,5,0.2
00273887,medium,robust,4,1,0,4,0.25
00041550,medium,baseline,0,0,1,1,1.0
00041550,medium,robust,0,0,1,1,1.0
00041550,medium,baseline,0,1,1,1,1.0
00041550,medium,robust,0,1,1,1,1.0
00041550,medium,baseline,1,0,1,1,1.0
00041550,medium,robust,1,0,1,1,1.0
00041550,medium,baseline,1,1,1,1,1.0
00041550,medium,robust,1,1,1,1,1.0
00041550,medium,baseline,2,0,1,1,1.0
00041550,medium,robust,2,0,1,1,1.0
00041550,medium,baseline,2,1,1,1,1.0
00041550,medium,robust,2,1,1,1,1.0
00041550,medium,baseline,3,0,1,1,1.0
00041550,medium,robust,3,0,1,1,1.0
00041550,medium,baseline,3,1,1,1,1.0
00041550,medium,robust,3,1,1,1,1.0
00041550,medium,baseline,4,0,1,1,1.0
00041550,medium,robust,4,0,0,4,0.25
00041550,medium,baseline,4,1,1,1,1.0
00041550,medium,robust,4,1,0,16,0.0625
00244470,medium,baseline,0,0,1,1,1.0
00244470,medium,robust,0,0,1,1,1.0
00244470,medium,baseline,0,1,1,1,1.0
00244470,medium,robust,0,1,1,1,1.0
00244470,medium,baseline,1,0,1,1,1.0
00244470,medium,robust,1,0,1,1,1.0
00244470,medium,baseline,1,1,1,1,1.0
00244470,medium,robust,1,1,1,1,1.0
00244470,medium,baseline,2,0,1,1,1.0
00244470,medium,robust,2,0,1,1,1.0
00244470,medium,baseline,2,1,1,1,1.0
00244470,medium,robust,2,1,0,3,0.333333
00244470,medium,baseline,3,0,0,3,0.333333
00244470,medium,robust,3,0,0,11,0.090909
00244470,medium,baseline,3,1,0,3,0.333333
00244470,medium,robust,3,1,0,8,0.125
00244470,medium,baseline,4,0,1,1,1.0
00244470,medium,robust,4,0,1,1,1.0
00244470,medium,baseline,4,1,0,23,0.043478
00244470,medium,robust,4,1,0,28,0.035714
00141406,medium,baseline,0,0,1,1,1.0
00141406,medium,robust,0,0,1,1,1.0
00141406,medium,baseline,0,1,1,1,1.0
00141406,medium,robust,0,1,1,1,1.0
00141406,medium,baseline,1,0,1,1,1.0
00141406,medium,robust,1,0,1,1,1.0
00141406,medium,baseline,1,1,1,1,1.0
00141406,medium,robust,1,1,1,1,1.0
00141406,medium,baseline,2,0,1,1,1.0
00141406,medium,robust,2,0,1,1,1.0
00141406,medium,baseline,2,1,1,1,1.0
00141406,medium,robust,2,1,1,1,1.0
00141406,medium,baseline,3,0,1,1,1.0
00141406,medium,robust,3,0,1,1,1.0
00141406,medium,baseline,3,1,1,1,1.0
00141406,medium,robust,3,1,1,1,1.0
00141406,medium,baseline,4,0,0,7,0.142857
00141406,medium,robust,4,0,0,2,0.5
00141406,medium,baseline,4,1,1,1,1.0
00141406,medium,robust,4,1,1,1,1.0
00207033,medium,baseline,0,0,1,1,1.0
00207033,medium,robust,0,0,1,1,1.0
00207033,medium,baseline,0,1,1,1,1.0
00207033,medium,robust,0,1,1,1,1.0
00207033,medium,baseline,1,0,1,1,1.0
00207033,medium,robust,1,0,1,1,1.0
00207033,medium,baseline,1,1,1,1,1.0
00207033,medium,robust,1,1,1,1,1.0
00207033,medium,baseline,2,0,1,1,1.0
00207033,medium,robust,2,0,1,1,1.0
00207033,medium,baseline,2,1,1,1,1.0
00207033,medium,robust,2,1,1,1,1.0
00207033,medium,baseline,3,0,0,2,0.5
00207033,medium,robust,3,0,1,1,1.0
00207033,medium,baseline,3,1,1,1,1.0
00207033,medium,robust,3,1,1,1,1.0
00207033,medium,baseline,4,0,0,4,0.25
00207033,medium,robust,4,0,0,2,0.5
00207033,medium,baseline,4,1,0,7,0.142857
00207033,medium,robust,4,1,1,1,1.0
00032317,medium,baseline,0,0,1,1,1.0
00032317,medium,robust,0,0,1,1,1.0
00032317,medium,baseline,0,1,1,1,1.0
00032317,medium,robust,0,1,1,1,1.0
00032317,medium,baseline,1,0,1,1,1.0
00032317,medium,robust,1,0,1,1,1.0
00032317,medium,baseline,1,1,1,1,1.0
00032317,medium,robust,1,1,1,1,1.0
00032317,medium,baseline,2,0,1,1,1.0
00032317,medium,robust,2,0,1,1,1.0
00032317,medium,baseline,2,1,0,2,0.5
00032317,medium,robust,2,1,0,3,0.333333
00032317,medium,baseline,3,0,1,1,1.0
00032317,medium,robust,3,0,1,1,1.0
00032317,medium,baseline,3,1,1,1,1.0
00032317,medium,robust,3,1,1,1,1.0
00032317,medium,baseline,4,0,1,1,1.0
00032317,medium,robust,4,0,1,1,1.0
00032317,medium,baseline,4,1,0,7,0.142857
00032317,medium,robust,4,1,1,1,1.0
00130513,medium,baseline,0,0,1,1,1.0
00130513,medium,robust,0,0,1,1,1.0
00130513,medium,baseline,0,1,1,1,1.0
00130513,medium,robust,0,1,1,1,1.0
00130513,medium,baseline,1,0,1,1,1.0
00130513,medium,robust,1,0,1,1,1.0
00130513,medium,baseline,1,1,1,1,1.0
00130513,medium,robust,1,1,1,1,1.0
00130513,medium,baseline,2,0,1,1,1.0
00130513,medium,robust,2,0,1,1,1.0
00130513,medium,baseline,2,1,1,1,1.0
00130513,medium,robust,2,1,1,1,1.0
00130513,medium,baseline,3,0,1,1,1.0
00130513,medium,robust,3,0,1,1,1.0
00130513,medium,baseline,3,1,1,1,1.0
00130513,medium,robust,3,1,0,5,0.2
00130513,medium,baseline,4,0,1,1,1.0
00130513,medium,robust,4,0,1,1,1.0
00130513,medium,baseline,4,1,1,1,1.0
00130513,medium,robust,4,1,1,1,1.0
00058670,medium,baseline,0,0,1,1,1.0
00058670,medium,robust,0,0,1,1,1.0
00058670,medium,baseline,0,1,1,1,1.0
00058670,medium,robust,0,1,1,1,1.0
00058670,medium,baseline,1,0,1,1,1.0
00058670,medium,robust,1,0,1,1,1.0
00058670,medium,baseline,1,1,1,1,1.0
00058670,medium,robust,1,1,1,1,1.0
00058670,medium,baseline,2,0,1,1,1.0
00058670,medium,robust,2,0,1,1,1.0
00058670,medium,baseline,2,1,1,1,1.0
00058670,medium,robust,2,1,1,1,1.0
00058670,medium,baseline,3,0,0,6,0.166667
00058670,medium,robust,3,0,1,1,1.0
00058670,medium,baseline,3,1,1,1,1.0
00058670,medium,robust,3,1,1,1,1.0
00058670,medium,baseline,4,0,0,2,0.5
00058670,medium,robust,4,0,1,1,1.0
00058670,medium,baseline,4,1,0,14,0.071429
00058670,medium,robust,4,1,1,1,1.0
00284835,medium,baseline,0,0,1,1,1.0
00284835,medium,robust,0,0,1,1,1.0
00284835,medium,baseline,0,1,1,1,1.0
00284835,medium,robust,0,1,1,1,1.0
00284835,medium,baseline,1,0,1,1,1.0
00284835,medium,robust,1,0,1,1,1.0
00284835,medium,baseline,1,1,1,1,1.0
00284835,medium,robust,1,1,1,1,1.0
00284835,medium,baseline,2,0,1,1,1.0
00284835,medium,robust,2,0,1,1,1.0
00284835,medium,baseline,2,1,1,1,1.0
00284835,medium,robust,2,1,1,1,1.0
00284835,medium,baseline,3,0,1,1,1.0
00284835,medium,robust,3,0,1,1,1.0
00284835,medium,baseline,3,1,0,2,0.5
00284835,medium,robust,3,1,1,1,1.0
00284835,medium,baseline,4,0,0,7,0.142857
00284835,medium,robust,4,0,0,6,0.166667
00284835,medium,baseline,4,1,1,1,1.0
00284835,medium,robust,4,1,1,1,1.0
00094256,medium,baseline,0,0,1,1,1.0
00094256,medium,robust,0,0,1,1,1.0
00094256,medium,baseline,0,1,1,1,1.0
00094256,medium,robust,0,1,1,1,1.0
00094256,medium,baseline,1,0,1,1,1.0
00094256,medium,robust,1,0,1,1,1.0
00094256,medium,baseline,1,1,1,1,1.0
00094256,medium,robust,1,1,1,1,1.0
00094256,medium,baseline,2,0,1,1,1.0
00094256,medium,robust,2,0,1,1,1.0
00094256,medium,baseline,2,1,1,1,1.0
00094256,medium,robust,2,1,1,1,1.0
00094256,medium,baseline,3,0,1,1,1.0
00094256,medium,robust,3,0,1,1,1.0
00094256,medium,baseline,3,1,1,1,1.0
00094256,medium,robust,3,1,1,1,1.0
00094256,medium,baseline,4,0,1,1,1.0
00094256,medium,robust,4,0,1,1,1.0
00094256,medium,baseline,4,1,1,1,1.0
00094256,medium,robust,4,1,1,1,1.0
00244189,medium,baseline,0,0,1,1,1.0
00244189,medium,robust,0,0,1,1,1.0
00244189,medium,baseline,0,1,1,1,1.0
00244189,medium,robust,0,1,1,1,1.0
00244189,medium,baseline,1,0,1,1,1.0
00244189,medium,robust,1,0,1,1,1.0
00244189,medium,baseline,1,1,1,1,1.0
00244189,medium,robust,1,1,1,1,1.0
00244189,medium,baseline,2,0,0,7,0.142857
00244189,medium,robust,2,0,0,3,0.333333
00244189,medium,baseline,2,1,1,1,1.0
00244189,medium,robust,2,1,1,1,1.0
00244189,medium,baseline,3,0,0,2,0.5
00244189,medium,robust,3,0,0,4,0.25
00244189,medium,baseline,3,1,0,4,0.25
00244189,medium,robust,3,1,0,5,0.2
00244189,medium,baseline,4,0,0,26,0.038462
00244189,medium,robust,4,0,0,30,0.033333
00244189,medium,baseline,4,1,1,1,1.0
00244189,medium,robust,4,1,1,1,1.0
00052984,medium,baseline,0,0,1,1,1.0
00052984,medium,robust,0,0,1,1,1.0
00052984,medium,baseline,0,1,1,1,1.0
00052984,medium,robust,0,1,1,1,1.0
00052984,medium,baseline,1,0,1,1,1.0
00052984,medium,robust,1,0,1,1,1.0
00052984,medium,baseline,1,1,1,1,1.0
00052984,medium,robust,1,1,1,1,1.0
00052984,medium,baseline,2,0,1,1,1.0
00052984,medium,robust,2,0,1,1,1.0
00052984,medium,baseline,2,1,1,1,1.0
00052984,medium,robust,2,1,0,4,0.25
00052984,medium,baseline,3,0,0,2,0.5
00052984,medium,robust,3,0,0,9,0.111111
00052984,medium,baseline,3,1,1,1,1.0
00052984,medium,robust,3,1,0,4,0.25
00052984,medium,baseline,4,0,1,1,1.0
00052984,medium,robust,4,0,0,4,0.25
00052984,medium,baseline,4,1,1,1,1.0
00052984,medium,robust,4,1,1,1,1.0
00213099,medium,baseline,0,0,1,1,1.0
00213099,medium,robust,0,0,1,1,1.0
00213099,medium,baseline,0,1,1,1,1.0
00213099,medium,robust,0,1,1,1,1.0
00213099,medium,baseline,1,0,1,1,1.0
00213099,medium,robust,1,0,1,1,1.0
00213099,medium,baseline,1,1,1,1,1.0
00213099,medium,robust,1,1,1,1,1.0
00213099,medium,baseline,2,0,1,1,1.0
00213099,medium,robust,2,0,1,1,1.0
00213099,medium,baseline,2,1,1,1,1.0
00213099,medium,robust,2,1,1,1,1.0
00213099,medium,baseline,3,0,1,1,1.0
00213099,medium,robust,3,0,1,1,1.0
00213099,medium,baseline,3,1,0,3,0.333333
00213099,medium,robust,3,1,0,4,0.25
00213099,medium,baseline,4,0,0,3,0.333333
00213099,medium,robust,4,0,0,4,0.25
00213099,medium,baseline,4,1,0,2,0.5
00213099,medium,robust,4,1,1,1,1.0
00272848,medium,baseline,0,0,1,1,1.0
00272848,medium,robust,0,0,1,1,1.0
00272848,medium,baseline,0,1,1,1,1.0
00272848,medium,robust,0,1,1,1,1.0
00272848,medium,baseline,1,0,1,1,1.0
00272848,medium,robust,1,0,1,1,1.0
00272848,medium,baseline,1,1,1,1,1.0
00272848,medium,robust,1,1,1,1,1.0
00272848,medium,baseline,2,0,1,1,1.0
00272848,medium,robust,2,0,1,1,1.0
00272848,medium,baseline,2,1,1,1,1.0
00272848,medium,robust,2,1,1,1,1.0
00272848,medium,baseline,3,0,1,1,1.0
00272848,medium,robust,3,0,1,1,1.0
00272848,medium,baseline,3,1,1,1,1.0
00272848,medium,robust,3,1,1,1,1.0
00272848,medium,baseline,4,0,0,2,0.5
00272848,medium,robust,4,0,1,1,1.0
00272848,medium,baseline,4,1,1,1,1.0
00272848,medium,robust,4,1,1,1,1.0
00287481,medium,baseline,0,0,1,1,1.0
00287481,medium,robust,0,0,1,1,1.0
00287481,medium,baseline,0,1,1,1,1.0
00287481,medium,robust,0,1,1,1,1.0
00287481,medium,baseline,1,0,1,1,1.0
00287481,medium,robust,1,0,1,1,1.0
00287481,medium,baseline,1,1,1,1,1.0
00287481,medium,robust,1,1,1,1,1.0
00287481,medium,baseline,2,0,1,1,1.0
00287481,medium,robust,2,0,1,1,1.0
00287481,medium,baseline,2,1,1,1,1.0
00287481,medium,robust,2,1,0,6,0.166667
00287481,medium,baseline,3,0,1,1,1.0
00287481,medium,robust,3,0,1,1,1.0
00287481,medium,baseline,3,1,1,1,1.0
00287481,medium,robust,3,1,0,6,0.166667
00287481,medium,baseline,4,0,1,1,1.0
00287481,medium,robust,4,0,0,11,0.090909
00287481,medium,baseline,4,1,1,1,1.0
00287481,medium,robust,4,1,1,1,1.0
00186634,medium,baseline,0,0,1,1,1.0
00186634,medium,robust,0,0,1,1,1.0
00186634,medium,baseline,0,1,1,1,1.0
00186634,medium,robust,0,1,1,1,1.0
00186634,medium,baseline,1,0,1,1,1.0
00186634,medium,robust,1,0,1,1,1.0
00186634,medium,baseline,1,1,1,1,1.0
00186634,medium,robust,1,1,1,1,1.0
00186634,medium,baseline,2,0,1,1,1.0
00186634,medium,robust,2,0,1,1,1.0
00186634,medium,baseline,2,1,1,1,1.0
00186634,medium,robust,2,1,1,1,1.0
00186634,medium,baseline,3,0,1,1,1.0
00186634,medium,robust,3,0,1,1,1.0
00186634,medium,baseline,3,1,1,1,1.0
00186634,medium,robust,3,1,1,1,1.0
00186634,medium,baseline,4,0,0,2,0.5
00186634,medium,robust,4,0,0,2,0.5
00186634,medium,baseline,4,1,0,2,0.5
00186634,medium,robust,4,1,0,3,0.333333
00101394,medium,baseline,0,0,1,1,1.0
00101394,medium,robust,0,0,1,1,1.0
00101394,medium,baseline,0,1,1,1,1.0
00101394,medium,robust,0,1,1,1,1.0
00101394,medium,baseline,1,0,1,1,1.0
00101394,medium,robust,1,0,1,1,1.0
00101394,medium,baseline,1,1,1,1,1.0
00101394,medium,robust,1,1,1,1,1.0
00101394,medium,baseline,2,0,1,1,1.0
00101394,medium,robust,2,0,1,1,1.0
00101394,medium,baseline,2,1,1,1,1.0
00101394,medium,robust,2,1,1,1,1.0
00101394,medium,baseline,3,0,1,1,1.0
00101394,medium,robust,3,0,1,1,1.0
00101394,medium,baseline,3,1,1,1,1.0
00101394,medium,robust,3,1,1,1,1.0
00101394,medium,baseline,4,0,1,1,1.0
00101394,medium,robust,4,0,1,1,1.0
00101394,medium,baseline,4,1,1,1,1.0
00101394,medium,robust,4,1,1,1,1.0
00258652,medium,baseline,0,0,1,1,1.0
00258652,medium,robust,0,0,1,1,1.0
00258652,medium,baseline,0,1,1,1,1.0
00258652,medium,robust,0,1,1,1,1.0
00258652,medium,baseline,1,0,1,1,1.0
00258652,medium,robust,1,0,1,1,1.0
00258652,medium,baseline,1,1,1,1,1.0
00258652,medium,robust,1,1,1,1,1.0
00258652,medium,baseline,2,0,1,1,1.0
00258652,medium,robust,2,0,1,1,1.0
00258652,medium,baseline,2,1,1,1,1.0
00258652,medium,robust,2,1,1,1,1.0
00258652,medium,baseline,3,0,0,18,0.055556
00258652,medium,robust,3,0,1,1,1.0
00258652,medium,baseline,3,1,1,1,1.0
00258652,medium,robust,3,1,1,1,1.0
00258652,medium,baseline,4,0,1,1,1.0
00258652,medium,robust,4,0,1,1,1.0
00258652,medium,baseline,4,1,0,36,0.027778
00258652,medium,robust,4,1,1,1,1.0
00261589,medium,baseline,0,0,1,1,1.0
00261589,medium,robust,0,0,1,1,1.0
00261589,medium,baseline,0,1,1,1,1.0
00261589,medium,robust,0,1,1,1,1.0
00261589,medium,baseline,1,0,1,1,1.0
00261589,medium,robust,1,0,1,1,1.0
00261589,medium,baseline,1,1,1,1,1.0
00261589,medium,robust,1,1,1,1,1.0
00261589,medium,baseline,2,0,1,1,1.0
00261589,medium,robust,2,0,1,1,1.0
00261589,medium,baseline,2,1,1,1,1.0
00261589,medium,robust,2,1,1,1,1.0
00261589,medium,baseline,3,0,1,1,1.0
00261589,medium,robust,3,0,1,1,1.0
00261589,medium,baseline,3,1,1,1,1.0
00261589,medium,robust,3,1,1,1,1.0
00261589,medium,baseline,4,0,0,5,0.2
00261589,medium,robust,4,0,0,2,0.5
00261589,medium,baseline,4,1,1,1,1.0
00261589,medium,robust,4,1,1,1,1.0
00101307,medium,baseline,0,0,1,1,1.0
00101307,medium,robust,0,0,1,1,1.0
00101307,medium,baseline,0,1,1,1,1.0
00101307,medium,robust,0,1,1,1,1.0
00101307,medium,baseline,1,0,1,1,1.0
00101307,medium,robust,1,0,1,1,1.0
00101307,medium,baseline,1,1,1,1,1.0
00101307,medium,robust,1,1,1,1,1.0
00101307,medium,baseline,2,0,1,1,1.0
00101307,medium,robust,2,0,1,1,1.0
00101307,medium,baseline,2,1,0,2,0.5
00101307,medium,robust,2,1,1,1,1.0
00101307,medium,baseline,3,0,1,1,1.0
00101307,medium,robust,3,0,1,1,1.0
00101307,medium,baseline,3,1,0,14,0.071429
00101307,medium,robust,3,1,0,2,0.5
00101307,medium,baseline,4,0,0,2,0.5
00101307,medium,robust,4,0,1,1,1.0
00101307,medium,baseline,4,1,1,1,1.0
00101307,medium,robust,4,1,1,1,1.0
00114186,medium,baseline,0,0,1,1,1.0
00114186,medium,robust,0,0,1,1,1.0
00114186,medium,baseline,0,1,1,1,1.0
00114186,medium,robust,0,1,1,1,1.0
00114186,medium,baseline,1,0,1,1,1.0
00114186,medium,robust,1,0,1,1,1.0
00114186,medium,baseline,1,1,1,1,1.0
00114186,medium,robust,1,1,1,1,1.0
00114186,medium,baseline,2,0,1,1,1.0
00114186,medium,robust,2,0,1,1,1.0
00114186,medium,baseline,2,1,1,1,1.0
00114186,medium,robust,2,1,1,1,1.0
00114186,medium,baseline,3,0,1,1,1.0
00114186,medium,robust,3,0,0,2,0.5
00114186,medium,baseline,3,1,1,1,1.0
00114186,medium,robust,3,1,1,1,1.0
00114186,medium,baseline,4,0,0,17,0.058824
00114186,medium,robust,4,0,0,9,0.111111
00114186,medium,baseline,4,1,0,19,0.052632
00114186,medium,robust,4,1,0,140,0.007143
00124820,medium,baseline,0,0,1,1,1.0
00124820,medium,robust,0,0,1,1,1.0
00124820,medium,baseline,0,1,1,1,1.0
00124820,medium,robust,0,1,1,1,1.0
00124820,medium,baseline,1,0,1,1,1.0
00124820,medium,robust,1,0,1,1,1.0
00124820,medium,baseline,1,1,1,1,1.0
00124820,medium,robust,1,1,1,1,1.0
00124820,medium,baseline,2,0,1,1,1.0
00124820,medium,robust,2,0,1,1,1.0
00124820,medium,baseline,2,1,1,1,1.0
00124820,medium,robust,2,1,1,1,1.0
00124820,medium,baseline,3,0,1,1,1.0
00124820,medium,robust,3,0,0,5,0.2
00124820,medium,baseline,3,1,0,2,0.5
00124820,medium,robust,3,1,1,1,1.0
00124820,medium,baseline,4,0,1,1,1.0
00124820,medium,robust,4,0,0,2,0.5
00124820,medium,baseline,4,1,0,2,0.5
00124820,medium,robust,4,1,0,7,0.142857
00271101,medium,baseline,0,0,1,1,1.0
00271101,medium,robust,0,0,1,1,1.0
00271101,medium,baseline,0,1,1,1,1.0
00271101,medium,robust,0,1,1,1,1.0
00271101,medium,baseline,1,0,1,1,1.0
00271101,medium,robust,1,0,1,1,1.0
00271101,medium,baseline,1,1,1,1,1.0
00271101,medium,robust,1,1,1,1,1.0
00271101,medium,baseline,2,0,1,1,1.0
00271101,medium,robust,2,0,1,1,1.0
00271101,medium,baseline,2,1,0,2,0.5
00271101,medium,robust,2,1,1,1,1.0
00271101,medium,baseline,3,0,1,1,1.0
00271101,medium,robust,3,0,1,1,1.0
00271101,medium,baseline,3,1,1,1,1.0
00271101,medium,robust,3,1,1,1,1.0
00271101,medium,baseline,4,0,0,8,0.125
00271101,medium,robust,4,0,1,1,1.0
00271101,medium,baseline,4,1,1,1,1.0
00271101,medium,robust,4,1,1,1,1.0
00148976,medium,baseline,0,0,1,1,1.0
00148976,medium,robust,0,0,1,1,1.0
00148976,medium,baseline,0,1,1,1,1.0
00148976,medium,robust,0,1,1,1,1.0
00148976,medium,baseline,1,0,1,1,1.0
00148976,medium,robust,1,0,1,1,1.0
00148976,medium,baseline,1,1,1,1,1.0
00148976,medium,robust,1,1,1,1,1.0
00148976,medium,baseline,2,0,1,1,1.0
00148976,medium,robust,2,0,1,1,1.0
00148976,medium,baseline,2,1,1,1,1.0
00148976,medium,robust,2,1,1,1,1.0
00148976,medium,baseline,3,0,1,1,1.0
00148976,medium,robust,3,0,1,1,1.0
00148976,medium,baseline,3,1,1,1,1.0
00148976,medium,robust,3,1,1,1,1.0
00148976,medium,baseline,4,0,0,7,0.142857
00148976,medium,robust,4,0,1,1,1.0
00148976,medium,baseline,4,1,1,1,1.0
00148976,medium,robust,4,1,1,1,1.0
00102037,medium,baseline,0,0,1,1,1.0
00102037,medium,robust,0,0,1,1,1.0
00102037,medium,baseline,0,1,1,1,1.0
00102037,medium,robust,0,1,1,1,1.0
00102037,medium,baseline,1,0,0,2,0.5
00102037,medium,robust,1,0,0,2,0.5
00102037,medium,baseline,1,1,0,2,0.5
00102037,medium,robust,1,1,0,2,0.5
00102037,medium,baseline,2,0,1,1,1.0
00102037,medium,robust,2,0,1,1,1.0
00102037,medium,baseline,2,1,0,2,0.5
00102037,medium,robust,2,1,0,2,0.5
00102037,medium,baseline,3,0,1,1,1.0
00102037,medium,robust,3,0,1,1,1.0
00102037,medium,baseline,3,1,0,3,0.333333
00102037,medium,robust,3,1,0,2,0.5
00102037,medium,baseline,4,0,0,18,0.055556
00102037,medium,robust,4,0,0,3,0.333333
00102037,medium,baseline,4,1,0,4,0.25
00102037,medium,robust,4,1,0,2,0.5
00123530,medium,baseline,0,0,1,1,1.0
00123530,medium,robust,0,0,1,1,1.0
00123530,medium,baseline,0,1,1,1,1.0
00123530,medium,robust,0,1,1,1,1.0
00123530,medium,baseline,1,0,1,1,1.0
00123530,medium,robust,1,0,1,1,1.0
00123530,medium,baseline,1,1,1,1,1.0
00123530,medium,robust,1,1,1,1,1.0
00123530,medium,baseline,2,0,1,1,1.0
00123530,medium,robust,2,0,0,4,0.25
00123530,medium,baseline,2,1,1,1,1.0
00123530,medium,robust,2,1,0,3,0.333333
00123530,medium,baseline,3,0,0,2,0.5
00123530,medium,robust,3,0,0,4,0.25
00123530,medium,baseline,3,1,1,1,1.0
00123530,medium,robust,3,1,0,4,0.25
00123530,medium,baseline,4,0,1,1,1.0
00123530,medium,robust,4,0,1,1,1.0
00123530,medium,baseline,4,1,0,3,0.333333
00123530,medium,robust,4,1,1,1,1.0
00105341,medium,baseline,0,0,1,1,1.0
00105341,medium,robust,0,0,1,1,1.0
00105341,medium,baseline,0,1,1,1,1.0
00105341,medium,robust,0,1,1,1,1.0
00105341,medium,baseline,1,0,1,1,1.0
00105341,medium,robust,1,0,1,1,1.0
00105341,medium,baseline,1,1,1,1,1.0
00105341,medium,robust,1,1,1,1,1.0
00105341,medium,baseline,2,0,1,1,1.0
00105341,medium,robust,2,0,1,1,1.0
00105341,medium,baseline,2,1,0,4,0.25
00105341,medium,robust,2,1,1,1,1.0
00105341,medium,baseline,3,0,0,2,0.5
00105341,medium,robust,3,0,1,1,1.0
00105341,medium,baseline,3,1,0,2,0.5
00105341,medium,robust,3,1,1,1,1.0
00105341,medium,baseline,4,0,1,1,1.0
