sample_id,action_json_file,action_json_path,image_count_in_cad,example_image_paths,example_view_indices,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,complexity_score,complexity_label
00182027,00182027.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00182027.json,5,images/0018/00182027_4.png | images/0018/00182027_0.png | images/0018/00182027_1.png | images/0018/00182027_3.png | images/0018/00182027_2.png,"0,1,2,3,4",52,26,5,14870.0,3,0.219259,medium
00126885,00126885.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00126885.json,5,images/0012/00126885_0.png | images/0012/00126885_3.png | images/0012/00126885_4.png | images/0012/00126885_1.png | images/0012/00126885_2.png,"0,1,2,3,4",50,25,5,9454.0,4,0.219233,medium
00007944,00007944.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00007944.json,5,images/0000/00007944_1.png | images/0000/00007944_4.png | images/0000/00007944_0.png | images/0000/00007944_2.png | images/0000/00007944_3.png,"0,1,2,3,4",30,15,6,12222.0,3,0.21921,medium
00285735,00285735.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00285735.json,5,images/0028/00285735_1.png | images/0028/00285735_2.png | images/0028/00285735_0.png | images/0028/00285735_3.png | images/0028/00285735_4.png,"0,1,2,3,4",66,33,4,18526.0,5,0.21919,medium
00213291,00213291.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00213291.json,5,images/0021/00213291_1.png | images/0021/00213291_2.png | images/0021/00213291_4.png | images/0021/00213291_0.png | images/0021/00213291_3.png,"0,1,2,3,4",36,18,6,5651.0,2,0.219141,medium
00081415,00081415.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00081415.json,5,images/0008/00081415_1.png | images/0008/00081415_2.png | images/0008/00081415_3.png | images/0008/00081415_4.png | images/0008/00081415_0.png,"0,1,2,3,4",72,36,4,11927.0,4,0.21909,medium
00247024,00247024.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00247024.json,5,images/0024/00247024_1.png | images/0024/00247024_0.png | images/0024/00247024_3.png | images/0024/00247024_2.png | images/0024/00247024_4.png,"0,1,2,3,4",48,24,5,15249.0,4,0.219062,medium
00133985,00133985.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00133985.json,5,images/0013/00133985_3.png | images/0013/00133985_1.png | images/0013/00133985_2.png | images/0013/00133985_4.png | images/0013/00133985_0.png,"0,1,2,3,4",50,25,5,9260.0,4,0.21902,medium
00125499,00125499.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00125499.json,5,images/0012/00125499_1.png | images/0012/00125499_3.png | images/0012/00125499_4.png | images/0012/00125499_0.png | images/0012/00125499_2.png,"0,1,2,3,4",72,36,4,11746.0,4,0.21889,medium
00091304,00091304.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00091304.json,5,images/0009/00091304_3.png | images/0009/00091304_0.png | images/0009/00091304_2.png | images/0009/00091304_4.png | images/0009/00091304_1.png,"0,1,2,3,4",54,27,5,8543.0,3,0.218844,medium
00278883,00278883.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00278883.json,5,images/0027/00278883_0.png | images/0027/00278883_2.png | images/0027/00278883_4.png | images/0027/00278883_3.png | images/0027/00278883_1.png,"0,1,2,3,4",68,34,4,23588.0,4,0.218825,medium
00169284,00169284.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00169284.json,5,images/0016/00169284_4.png | images/0016/00169284_2.png | images/0016/00169284_1.png | images/0016/00169284_0.png | images/0016/00169284_3.png,"0,1,2,3,4",60,30,4,24702.0,6,0.218823,medium
00047722,00047722.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00047722.json,5,images/0004/00047722_3.png | images/0004/00047722_4.png | images/0004/00047722_1.png | images/0004/00047722_0.png | images/0004/00047722_2.png,"0,1,2,3,4",72,36,4,11545.0,4,0.218669,medium
00060722,00060722.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00060722.json,5,images/0006/00060722_0.png | images/0006/00060722_2.png | images/0006/00060722_4.png | images/0006/00060722_1.png | images/0006/00060722_3.png,"0,1,2,3,4",48,24,5,14853.0,4,0.218626,medium
00288535,00288535.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00288535.json,5,images/0028/00288535_0.png | images/0028/00288535_2.png | images/0028/00288535_4.png | images/0028/00288535_3.png | images/0028/00288535_1.png,"0,1,2,3,4",54,27,5,8342.0,3,0.218623,medium
00247118,00247118.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00247118.json,5,images/0024/00247118_3.png | images/0024/00247118_0.png | images/0024/00247118_1.png | images/0024/00247118_2.png | images/0024/00247118_4.png,"0,1,2,3,4",66,33,4,29304.0,4,0.218567,medium
00259603,00259603.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00259603.json,5,images/0025/00259603_3.png | images/0025/00259603_0.png | images/0025/00259603_4.png | images/0025/00259603_2.png | images/0025/00259603_1.png,"0,1,2,3,4",48,24,5,14783.0,4,0.218548,medium
00284868,00284868.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00284868.json,5,images/0028/00284868_2.png | images/0028/00284868_3.png | images/0028/00284868_0.png | images/0028/00284868_4.png | images/0028/00284868_1.png,"0,1,2,3,4",66,33,4,17812.0,5,0.218403,medium
00308469,00308469.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00308469.json,1,images/0030/00308469_3.png,3,66,33,4,17775.0,5,0.218362,medium
00097593,00097593.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00097593.json,5,images/0009/00097593_3.png | images/0009/00097593_4.png | images/0009/00097593_0.png | images/0009/00097593_1.png | images/0009/00097593_2.png,"0,1,2,3,4",30,15,6,11372.0,3,0.218273,medium
00003961,00003961.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00003961.json,5,images/0000/00003961_3.png | images/0000/00003961_0.png | images/0000/00003961_1.png | images/0000/00003961_2.png | images/0000/00003961_4.png,"0,1,2,3,4",48,24,5,14518.0,4,0.218256,medium
00133587,00133587.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00133587.json,5,images/0013/00133587_3.png | images/0013/00133587_0.png | images/0013/00133587_4.png | images/0013/00133587_1.png | images/0013/00133587_2.png,"0,1,2,3,4",46,23,5,9116.0,5,0.218246,medium
00146374,00146374.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00146374.json,5,images/0014/00146374_3.png | images/0014/00146374_0.png | images/0014/00146374_4.png | images/0014/00146374_1.png | images/0014/00146374_2.png,"0,1,2,3,4",52,26,5,13892.0,3,0.218181,medium
00281944,00281944.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00281944.json,5,images/0028/00281944_4.png | images/0028/00281944_1.png | images/0028/00281944_3.png | images/0028/00281944_0.png | images/0028/00281944_2.png,"0,1,2,3,4",48,24,5,14376.0,4,0.2181,medium
00102008,00102008.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00102008.json,5,images/0010/00102008_1.png | images/0010/00102008_3.png | images/0010/00102008_4.png | images/0010/00102008_0.png | images/0010/00102008_2.png,"0,1,2,3,4",66,33,4,17526.0,5,0.218088,medium
00120874,00120874.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00120874.json,5,images/0012/00120874_3.png | images/0012/00120874_1.png | images/0012/00120874_4.png | images/0012/00120874_2.png | images/0012/00120874_0.png,"0,1,2,3,4",30,15,6,11193.0,3,0.218076,medium
00091602,00091602.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00091602.json,5,images/0009/00091602_0.png | images/0009/00091602_1.png | images/0009/00091602_3.png | images/0009/00091602_4.png | images/0009/00091602_2.png,"0,1,2,3,4",56,28,4,24563.0,7,0.218055,medium
00214463,00214463.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00214463.json,5,images/0021/00214463_1.png | images/0021/00214463_0.png | images/0021/00214463_2.png | images/0021/00214463_4.png | images/0021/00214463_3.png,"0,1,2,3,4",30,15,6,11131.0,3,0.218008,medium
00282348,00282348.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00282348.json,5,images/0028/00282348_3.png | images/0028/00282348_2.png | images/0028/00282348_4.png | images/0028/00282348_0.png | images/0028/00282348_1.png,"0,1,2,3,4",48,24,5,14266.0,4,0.217979,medium
00302532,00302532.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302532.json,1,images/0030/00302532_4.png,4,30,15,6,11093.0,3,0.217966,medium
00026630,00026630.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026630.json,2,images/0002/00026630_4.png | images/0002/00026630_0.png,"0,4",30,15,6,11089.0,3,0.217961,medium
00204383,00204383.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00204383.json,5,images/0020/00204383_4.png | images/0020/00204383_0.png | images/0020/00204383_1.png | images/0020/00204383_3.png | images/0020/00204383_2.png,"0,1,2,3,4",48,24,5,14154.0,4,0.217855,medium
00048950,00048950.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00048950.json,5,images/0004/00048950_3.png | images/0004/00048950_2.png | images/0004/00048950_4.png | images/0004/00048950_0.png | images/0004/00048950_1.png,"0,1,2,3,4",34,17,6,10217.0,2,0.217615,medium
00138753,00138753.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00138753.json,5,images/0013/00138753_0.png | images/0013/00138753_1.png | images/0013/00138753_2.png | images/0013/00138753_4.png | images/0013/00138753_3.png,"0,1,2,3,4",48,24,5,13917.0,4,0.217594,medium
00052473,00052473.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00052473.json,5,images/0005/00052473_4.png | images/0005/00052473_0.png | images/0005/00052473_2.png | images/0005/00052473_3.png | images/0005/00052473_1.png,"0,1,2,3,4",48,24,5,13895.0,4,0.21757,medium
00003811,00003811.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00003811.json,5,images/0000/00003811_1.png | images/0000/00003811_2.png | images/0000/00003811_3.png | images/0000/00003811_0.png | images/0000/00003811_4.png,"0,1,2,3,4",30,15,6,10716.0,3,0.21755,medium
00084355,00084355.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00084355.json,5,images/0008/00084355_1.png | images/0008/00084355_0.png | images/0008/00084355_2.png | images/0008/00084355_3.png | images/0008/00084355_4.png,"0,1,2,3,4",30,15,6,10714.0,3,0.217548,medium
00021345,00021345.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00021345.json,5,images/0002/00021345_0.png | images/0002/00021345_2.png | images/0002/00021345_1.png | images/0002/00021345_4.png | images/0002/00021345_3.png,"0,1,2,3,4",54,27,5,7359.0,3,0.217539,medium
00144621,00144621.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00144621.json,5,images/0014/00144621_0.png | images/0014/00144621_3.png | images/0014/00144621_1.png | images/0014/00144621_4.png | images/0014/00144621_2.png,"0,1,2,3,4",30,15,6,10659.0,3,0.217487,medium
00190794,00190794.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00190794.json,5,images/0019/00190794_3.png | images/0019/00190794_2.png | images/0019/00190794_1.png | images/0019/00190794_0.png | images/0019/00190794_4.png,"0,1,2,3,4",48,24,5,13796.0,4,0.217461,medium
00263530,00263530.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00263530.json,5,images/0026/00263530_0.png | images/0026/00263530_1.png | images/0026/00263530_2.png | images/0026/00263530_3.png | images/0026/00263530_4.png,"0,1,2,3,4",74,37,4,15800.0,3,0.217415,medium
00308466,00308466.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00308466.json,2,images/0030/00308466_1.png | images/0030/00308466_4.png,"1,4",30,15,6,10579.0,3,0.217399,medium
00052471,00052471.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00052471.json,5,images/0005/00052471_1.png | images/0005/00052471_2.png | images/0005/00052471_0.png | images/0005/00052471_4.png | images/0005/00052471_3.png,"0,1,2,3,4",48,24,5,13734.0,4,0.217392,medium
00163596,00163596.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00163596.json,5,images/0016/00163596_3.png | images/0016/00163596_0.png | images/0016/00163596_4.png | images/0016/00163596_1.png | images/0016/00163596_2.png,"0,1,2,3,4",50,25,5,19060.0,3,0.217319,medium
00127474,00127474.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00127474.json,5,images/0012/00127474_2.png | images/0012/00127474_0.png | images/0012/00127474_3.png | images/0012/00127474_4.png | images/0012/00127474_1.png,"0,1,2,3,4",54,27,5,18386.0,2,0.217191,medium
00153553,00153553.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00153553.json,5,images/0015/00153553_4.png | images/0015/00153553_2.png | images/0015/00153553_3.png | images/0015/00153553_1.png | images/0015/00153553_0.png,"0,1,2,3,4",52,26,5,12985.0,3,0.217182,medium
00264962,00264962.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00264962.json,5,images/0026/00264962_1.png | images/0026/00264962_0.png | images/0026/00264962_2.png | images/0026/00264962_3.png | images/0026/00264962_4.png,"0,1,2,3,4",70,35,4,16101.0,4,0.217132,medium
00302558,00302558.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302558.json,1,images/0030/00302558_3.png,3,30,15,6,10229.0,3,0.217014,medium
00122472,00122472.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00122472.json,5,images/0012/00122472_3.png | images/0012/00122472_4.png | images/0012/00122472_1.png | images/0012/00122472_2.png | images/0012/00122472_0.png,"0,1,2,3,4",68,34,4,21917.0,4,0.216984,medium
00285194,00285194.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00285194.json,5,images/0028/00285194_1.png | images/0028/00285194_3.png | images/0028/00285194_4.png | images/0028/00285194_0.png | images/0028/00285194_2.png,"0,1,2,3,4",48,24,5,13350.0,4,0.216969,medium
00051162,00051162.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00051162.json,5,images/0005/00051162_1.png | images/0005/00051162_0.png | images/0005/00051162_2.png | images/0005/00051162_3.png | images/0005/00051162_4.png,"0,1,2,3,4",52,26,5,12778.0,3,0.216954,medium
00180196,00180196.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00180196.json,5,images/0018/00180196_3.png | images/0018/00180196_2.png | images/0018/00180196_0.png | images/0018/00180196_4.png | images/0018/00180196_1.png,"0,1,2,3,4",50,25,5,18711.0,3,0.216934,medium
00302561,00302561.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302561.json,1,images/0030/00302561_2.png,2,30,15,6,10118.0,3,0.216891,medium
00045290,00045290.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00045290.json,5,images/0004/00045290_2.png | images/0004/00045290_1.png | images/0004/00045290_3.png | images/0004/00045290_0.png | images/0004/00045290_4.png,"0,1,2,3,4",34,17,6,9528.0,2,0.216856,medium
00301070,00301070.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00301070.json,3,images/0030/00301070_1.png | images/0030/00301070_2.png | images/0030/00301070_4.png,"1,2,4",30,15,6,10046.0,3,0.216812,medium
00121255,00121255.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00121255.json,5,images/0012/00121255_1.png | images/0012/00121255_2.png | images/0012/00121255_3.png | images/0012/00121255_4.png | images/0012/00121255_0.png,"0,1,2,3,4",76,38,4,9270.0,3,0.216776,medium
00300070,00300070.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00300070.json,2,images/0030/00300070_1.png | images/0030/00300070_2.png,"1,2",30,15,6,10004.0,3,0.216766,medium
00124571,00124571.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00124571.json,5,images/0012/00124571_3.png | images/0012/00124571_1.png | images/0012/00124571_4.png | images/0012/00124571_2.png | images/0012/00124571_0.png,"0,1,2,3,4",56,28,4,23350.0,7,0.216719,medium
00301110,00301110.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00301110.json,2,images/0030/00301110_1.png | images/0030/00301110_3.png,"1,3",30,15,6,9937.0,3,0.216692,medium
00157815,00157815.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00157815.json,5,images/0015/00157815_2.png | images/0015/00157815_1.png | images/0015/00157815_3.png | images/0015/00157815_0.png | images/0015/00157815_4.png,"0,1,2,3,4",50,25,5,18426.0,3,0.21662,medium
00184078,00184078.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00184078.json,5,images/0018/00184078_2.png | images/0018/00184078_3.png | images/0018/00184078_4.png | images/0018/00184078_1.png | images/0018/00184078_0.png,"0,1,2,3,4",34,17,6,9309.0,2,0.216615,medium
00214030,00214030.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00214030.json,5,images/0021/00214030_0.png | images/0021/00214030_3.png | images/0021/00214030_1.png | images/0021/00214030_4.png | images/0021/00214030_2.png,"0,1,2,3,4",72,36,4,21011.0,3,0.2166,medium
00017084,00017084.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00017084.json,5,images/0001/00017084_2.png | images/0001/00017084_0.png | images/0001/00017084_1.png | images/0001/00017084_4.png | images/0001/00017084_3.png,"0,1,2,3,4",34,17,6,9186.0,2,0.216479,medium
00302543,00302543.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302543.json,1,images/0030/00302543_1.png,1,30,15,6,9726.0,3,0.216459,medium
00017280,00017280.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00017280.json,5,images/0001/00017280_2.png | images/0001/00017280_3.png | images/0001/00017280_4.png | images/0001/00017280_0.png | images/0001/00017280_1.png,"0,1,2,3,4",52,26,5,12303.0,3,0.21643,medium
00183201,00183201.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00183201.json,5,images/0018/00183201_1.png | images/0018/00183201_4.png | images/0018/00183201_2.png | images/0018/00183201_3.png | images/0018/00183201_0.png,"0,1,2,3,4",30,15,6,9625.0,3,0.216348,medium
00026817,00026817.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026817.json,5,images/0002/00026817_3.png | images/0002/00026817_1.png | images/0002/00026817_0.png | images/0002/00026817_2.png | images/0002/00026817_4.png,"0,1,2,3,4",30,15,6,9582.0,3,0.216301,medium
00146205,00146205.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00146205.json,5,images/0014/00146205_0.png | images/0014/00146205_2.png | images/0014/00146205_1.png | images/0014/00146205_3.png | images/0014/00146205_4.png,"0,1,2,3,4",34,17,6,9004.0,2,0.216278,medium
00040832,00040832.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00040832.json,5,images/0004/00040832_1.png | images/0004/00040832_2.png | images/0004/00040832_0.png | images/0004/00040832_3.png | images/0004/00040832_4.png,"0,1,2,3,4",56,28,4,22937.0,7,0.216263,medium
00052472,00052472.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00052472.json,5,images/0005/00052472_3.png | images/0005/00052472_1.png | images/0005/00052472_0.png | images/0005/00052472_2.png | images/0005/00052472_4.png,"0,1,2,3,4",48,24,5,12708.0,4,0.216262,medium
00302524,00302524.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302524.json,1,images/0030/00302524_3.png,3,30,15,6,9480.0,3,0.216188,medium
00211683,00211683.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00211683.json,5,images/0021/00211683_4.png | images/0021/00211683_1.png | images/0021/00211683_3.png | images/0021/00211683_2.png | images/0021/00211683_0.png,"0,1,2,3,4",30,15,6,9372.0,3,0.216069,medium
00281509,00281509.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00281509.json,5,images/0028/00281509_2.png | images/0028/00281509_4.png | images/0028/00281509_0.png | images/0028/00281509_3.png | images/0028/00281509_1.png,"0,1,2,3,4",48,24,5,12368.0,4,0.215887,medium
00302550,00302550.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00302550.json,1,images/0030/00302550_4.png,4,50,25,5,17738.0,3,0.215862,medium
00089811,00089811.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00089811.json,5,images/0008/00089811_4.png | images/0008/00089811_1.png | images/0008/00089811_0.png | images/0008/00089811_2.png | images/0008/00089811_3.png,"0,1,2,3,4",50,25,5,17709.0,3,0.21583,medium
00300076,00300076.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00300076.json,1,images/0030/00300076_2.png,2,30,15,6,9147.0,3,0.215821,medium
00132908,00132908.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00132908.json,5,images/0013/00132908_3.png | images/0013/00132908_0.png | images/0013/00132908_2.png | images/0013/00132908_1.png | images/0013/00132908_4.png,"0,1,2,3,4",30,15,6,9064.0,3,0.21573,medium
00119578,00119578.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00119578.json,5,images/0011/00119578_0.png | images/0011/00119578_2.png | images/0011/00119578_4.png | images/0011/00119578_3.png | images/0011/00119578_1.png,"0,1,2,3,4",30,15,6,8957.0,3,0.215612,medium
00099828,00099828.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00099828.json,5,images/0009/00099828_4.png | images/0009/00099828_3.png | images/0009/00099828_2.png | images/0009/00099828_0.png | images/0009/00099828_1.png,"0,1,2,3,4",34,17,6,8377.0,2,0.215588,medium
00289427,00289427.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00289427.json,5,images/0028/00289427_3.png | images/0028/00289427_2.png | images/0028/00289427_4.png | images/0028/00289427_1.png | images/0028/00289427_0.png,"0,1,2,3,4",64,32,4,21131.0,5,0.215503,medium
00021196,00021196.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00021196.json,2,images/0002/00021196_2.png | images/0002/00021196_0.png,"0,2",52,26,5,11441.0,3,0.21548,medium
00135559,00135559.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00135559.json,5,images/0013/00135559_4.png | images/0013/00135559_0.png | images/0013/00135559_2.png | images/0013/00135559_1.png | images/0013/00135559_3.png,"0,1,2,3,4",30,15,6,8817.0,3,0.215458,medium
00280411,00280411.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00280411.json,5,images/0028/00280411_3.png | images/0028/00280411_4.png | images/0028/00280411_1.png | images/0028/00280411_2.png | images/0028/00280411_0.png,"0,1,2,3,4",48,24,5,11967.0,4,0.215445,medium
00247260,00247260.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00247260.json,5,images/0024/00247260_0.png | images/0024/00247260_2.png | images/0024/00247260_4.png | images/0024/00247260_3.png | images/0024/00247260_1.png,"0,1,2,3,4",52,26,5,11392.0,3,0.215426,medium
00163898,00163898.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00163898.json,5,images/0016/00163898_0.png | images/0016/00163898_1.png | images/0016/00163898_2.png | images/0016/00163898_3.png | images/0016/00163898_4.png,"0,1,2,3,4",30,15,6,8755.0,3,0.215389,medium
00249640,00249640.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00249640.json,5,images/0024/00249640_0.png | images/0024/00249640_1.png | images/0024/00249640_4.png | images/0024/00249640_2.png | images/0024/00249640_3.png,"0,1,2,3,4",46,23,5,17797.0,4,0.215312,medium
00137199,00137199.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00137199.json,5,images/0013/00137199_2.png | images/0013/00137199_0.png | images/0013/00137199_3.png | images/0013/00137199_4.png | images/0013/00137199_1.png,"0,1,2,3,4",70,35,4,14434.0,4,0.215295,medium
00126189,00126189.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00126189.json,5,images/0012/00126189_3.png | images/0012/00126189_4.png | images/0012/00126189_1.png | images/0012/00126189_2.png | images/0012/00126189_0.png,"0,1,2,3,4",34,17,6,8093.0,2,0.215275,medium
00211730,00211730.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00211730.json,5,images/0021/00211730_2.png | images/0021/00211730_3.png | images/0021/00211730_4.png | images/0021/00211730_0.png | images/0021/00211730_1.png,"0,1,2,3,4",34,17,6,7879.0,2,0.215039,medium
00019837,00019837.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00019837.json,5,images/0001/00019837_3.png | images/0001/00019837_4.png | images/0001/00019837_2.png | images/0001/00019837_0.png | images/0001/00019837_1.png,"0,1,2,3,4",30,15,6,8416.0,3,0.215016,medium
00022040,00022040.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00022040.json,2,images/0002/00022040_3.png | images/0002/00022040_2.png,"2,3",52,26,5,22346.0,2,0.214997,medium
00219164,00219164.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00219164.json,5,images/0021/00219164_4.png | images/0021/00219164_1.png | images/0021/00219164_3.png | images/0021/00219164_0.png | images/0021/00219164_2.png,"0,1,2,3,4",52,26,5,10996.0,3,0.21499,medium
00219163,00219163.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00219163.json,5,images/0021/00219163_1.png | images/0021/00219163_4.png | images/0021/00219163_0.png | images/0021/00219163_2.png | images/0021/00219163_3.png,"0,1,2,3,4",52,26,5,10967.0,3,0.214958,medium
00107148,00107148.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00107148.json,5,images/0010/00107148_1.png | images/0010/00107148_3.png | images/0010/00107148_0.png | images/0010/00107148_2.png | images/0010/00107148_4.png,"0,1,2,3,4",30,15,6,8342.0,3,0.214934,medium
00111806,00111806.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00111806.json,5,images/0011/00111806_1.png | images/0011/00111806_4.png | images/0011/00111806_0.png | images/0011/00111806_2.png | images/0011/00111806_3.png,"0,1,2,3,4",50,25,5,16874.0,3,0.21491,medium
00102061,00102061.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00102061.json,5,images/0010/00102061_4.png | images/0010/00102061_2.png | images/0010/00102061_0.png | images/0010/00102061_1.png | images/0010/00102061_3.png,"0,1,2,3,4",48,24,5,11477.0,4,0.214905,medium
00248392,00248392.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00248392.json,5,images/0024/00248392_1.png | images/0024/00248392_0.png | images/0024/00248392_4.png | images/0024/00248392_2.png | images/0024/00248392_3.png,"0,1,2,3,4",48,24,5,22737.0,3,0.214814,medium
00107597,00107597.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00107597.json,5,images/0010/00107597_4.png | images/0010/00107597_2.png | images/0010/00107597_3.png | images/0010/00107597_0.png | images/0010/00107597_1.png,"0,1,2,3,4",30,15,6,8194.0,3,0.214771,medium
00268121,00268121.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00268121.json,5,images/0026/00268121_4.png | images/0026/00268121_3.png | images/0026/00268121_0.png | images/0026/00268121_1.png | images/0026/00268121_2.png,"0,1,2,3,4",48,24,5,11345.0,4,0.21476,medium
00301314,00301314.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00301314.json,1,images/0030/00301314_3.png,3,52,26,5,10753.0,3,0.214722,medium
00258487,00258487.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258487.json,5,images/0025/00258487_2.png | images/0025/00258487_3.png | images/0025/00258487_0.png | images/0025/00258487_1.png | images/0025/00258487_4.png,"0,1,2,3,4",30,15,6,8145.0,3,0.214717,medium
00045329,00045329.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00045329.json,5,images/0004/00045329_2.png | images/0004/00045329_0.png | images/0004/00045329_1.png | images/0004/00045329_4.png | images/0004/00045329_3.png,"0,1,2,3,4",30,15,6,8101.0,3,0.214669,medium
