file,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,line_pair_count,sketch_pair_count,curve_pair_count,complexity_score,complexity_label
00162559.json,36,18,5,6764.0,2,11,2,2,0.145367,medium
00560942.json,54,27,4,9919.0,3,18,3,3,0.145361,medium
00493008.json,54,27,4,9901.0,3,18,3,3,0.145341,medium
00646237.json,36,18,5,6737.0,2,8,4,2,0.145338,medium
00659283.json,36,18,5,6732.0,2,10,3,2,0.145332,medium
00499982.json,52,26,4,15836.0,3,17,3,3,0.145324,medium
00894794.json,36,18,5,6717.0,2,10,2,2,0.145316,medium
00456327.json,50,25,4,21770.0,3,16,3,3,0.145305,medium
00919920.json,36,18,5,6703.0,2,8,4,2,0.1453,medium
00264047.json,54,27,4,9851.0,3,18,3,3,0.145286,medium
00447685.json,30,15,5,13193.0,3,4,3,3,0.14528,medium
00021685.json,54,27,4,9820.0,3,18,3,3,0.145251,medium
00458985.json,50,25,4,21707.0,3,16,3,3,0.145236,medium
00493157.json,36,18,5,6599.0,2,8,4,2,0.145186,medium
00959805.json,36,18,5,6579.0,2,5,5,2,0.145164,medium
00107124.json,30,15,5,13038.0,3,4,3,3,0.145109,medium
00576753.json,36,18,5,6523.0,2,8,4,2,0.145102,medium
00881429.json,48,24,4,16160.0,4,0,8,4,0.145066,medium
00409606.json,56,28,4,15028.0,2,22,2,2,0.145048,medium
00447708.json,30,15,5,12976.0,3,4,3,3,0.145041,medium
00572224.json,36,18,5,6466.0,2,10,2,2,0.145039,medium
00780001.json,36,18,5,6461.0,2,8,4,2,0.145033,medium
00715880.json,50,25,4,21510.0,3,16,3,3,0.145019,medium
00272059.json,36,18,5,6435.0,2,8,4,2,0.145005,medium
00984764.json,30,15,5,12928.0,3,4,3,3,0.144988,medium
00436784.json,36,18,5,6415.0,2,10,3,2,0.144983,medium
00241494.json,54,27,4,9567.0,3,18,3,3,0.144973,medium
00798475.json,52,26,4,15516.0,3,16,4,3,0.144971,medium
00735384.json,36,18,5,6404.0,2,10,3,2,0.144971,medium
00056707.json,48,24,4,16067.0,4,0,8,4,0.144963,medium
00652760.json,36,18,5,6376.0,2,8,2,2,0.14494,medium
00138824.json,54,27,4,9536.0,3,18,3,3,0.144938,medium
00041345.json,52,26,4,15470.0,3,0,10,3,0.14492,medium
00963088.json,36,18,5,6358.0,2,8,4,2,0.14492,medium
00155496.json,54,27,4,9516.0,3,18,3,3,0.144916,medium
00742741.json,36,18,5,6354.0,2,10,2,2,0.144916,medium
00669959.json,54,27,4,9509.0,3,18,3,3,0.144909,medium
00783307.json,36,18,5,6347.0,2,8,4,2,0.144908,medium
00979190.json,54,27,4,9502.0,3,18,3,3,0.144901,medium
00379122.json,50,25,4,21403.0,3,16,3,3,0.144901,medium
00464061.json,54,27,4,9493.0,3,18,3,3,0.144891,medium
00265959.json,36,18,5,6330.0,2,10,3,2,0.144889,medium
00103549.json,36,18,5,6327.0,2,8,4,2,0.144886,medium
00276769.json,36,18,5,6326.0,2,8,2,2,0.144885,medium
00774044.json,30,15,5,12821.0,3,4,3,3,0.14487,medium
00525767.json,30,15,5,12818.0,3,4,3,3,0.144867,medium
00689084.json,36,18,5,6304.0,2,10,2,2,0.14486,medium
00946321.json,30,15,5,12808.0,3,4,3,3,0.144856,medium
00146569.json,36,18,5,6276.0,2,8,4,2,0.14483,medium
00991389.json,44,22,4,16500.0,5,0,6,5,0.144826,medium
00883894.json,36,18,5,6267.0,2,8,4,2,0.14482,medium
00440711.json,30,15,5,12762.0,3,4,3,3,0.144805,medium
00890140.json,30,15,5,12758.0,3,4,3,3,0.144801,medium
00243001.json,44,22,4,16477.0,5,0,6,5,0.1448,medium
00768373.json,36,18,5,6246.0,2,8,4,2,0.144797,medium
00989644.json,36,18,5,6244.0,2,8,4,2,0.144794,medium
00306206.json,36,18,5,6241.0,2,8,4,2,0.144791,medium
00655631.json,48,24,4,15910.0,4,0,8,4,0.14479,medium
00809935.json,44,22,4,16466.0,5,0,6,5,0.144788,medium
00212667.json,34,17,5,12189.0,2,8,2,2,0.144788,medium
00478892.json,48,24,4,15900.0,4,0,8,4,0.144779,medium
00137016.json,54,27,4,9387.0,3,18,3,3,0.144774,medium
00649537.json,36,18,5,6223.0,2,8,4,2,0.144771,medium
00761722.json,36,18,5,6214.0,2,11,2,2,0.144761,medium
00485116.json,36,18,5,6209.0,2,10,2,2,0.144756,medium
00984770.json,36,18,5,6207.0,2,8,4,2,0.144754,medium
00267492.json,36,18,5,6199.0,2,8,4,2,0.144745,medium
00878810.json,54,27,4,9351.0,3,18,3,3,0.144735,medium
00144056.json,36,18,5,6184.0,2,8,4,2,0.144728,medium
00776909.json,36,18,5,6175.0,2,11,2,2,0.144718,medium
00202820.json,36,18,5,6166.0,2,10,3,2,0.144708,medium
00911580.json,48,24,4,15815.0,4,0,8,4,0.144686,medium
00159181.json,36,18,5,6146.0,2,8,4,2,0.144686,medium
00158333.json,58,29,4,8743.0,2,20,5,2,0.144679,medium
00993184.json,52,26,4,15246.0,3,16,4,3,0.144673,medium
00026015.json,36,18,5,6130.0,2,8,4,2,0.144669,medium
00045419.json,52,26,4,15215.0,3,16,4,3,0.144639,medium
00560515.json,36,18,5,6096.0,2,10,2,2,0.144631,medium
00934678.json,52,26,4,15202.0,3,16,4,3,0.144625,medium
00137032.json,54,27,4,9251.0,3,18,3,3,0.144624,medium
00576738.json,54,27,4,9244.0,3,18,3,3,0.144617,medium
00077686.json,34,17,5,12032.0,2,9,2,2,0.144615,medium
00998120.json,36,18,5,6051.0,2,10,3,2,0.144582,medium
00075639.json,36,18,5,6050.0,2,8,4,2,0.144581,medium
00025653.json,36,18,5,6048.0,2,8,4,2,0.144578,medium
00962067.json,36,18,5,6039.0,2,8,2,2,0.144568,medium
00633461.json,36,18,5,6019.0,2,10,3,2,0.144546,medium
00284648.json,36,18,5,6015.0,2,8,4,2,0.144542,medium
00644995.json,36,18,5,6012.0,2,10,3,2,0.144539,medium
00011554.json,30,15,5,12513.0,3,4,3,3,0.144531,medium
00487370.json,34,17,5,11945.0,2,4,5,2,0.144519,medium
00779285.json,36,18,5,5987.0,2,11,2,2,0.144511,medium
00858108.json,30,15,5,12493.0,3,4,3,3,0.144508,medium
00890501.json,36,18,5,5980.0,2,8,2,2,0.144503,medium
00127399.json,36,18,5,5977.0,2,8,4,2,0.1445,medium
00902705.json,36,18,5,5970.0,2,10,3,2,0.144492,medium
00480782.json,36,18,5,5963.0,2,4,2,2,0.144485,medium
00807894.json,34,17,5,11914.0,2,5,2,2,0.144485,medium
00660207.json,36,18,5,5940.0,2,8,4,2,0.144459,medium
00137046.json,54,27,4,9091.0,3,18,3,3,0.144448,medium
00301807.json,54,27,4,9059.0,3,18,3,3,0.144413,medium
00636424.json,36,18,5,5893.0,2,8,2,2,0.144408,medium
00271714.json,54,27,4,9052.0,3,18,3,3,0.144405,medium
00207011.json,36,18,5,5870.0,2,8,4,2,0.144382,medium
00017088.json,36,18,5,5858.0,2,8,4,2,0.144369,medium
00879976.json,52,26,4,14967.0,3,16,4,3,0.144366,medium
00913796.json,44,22,4,16081.0,5,0,6,5,0.144364,medium
00974798.json,32,16,5,6409.0,3,3,4,3,0.144361,medium
00515040.json,30,15,5,12340.0,3,4,3,3,0.14434,medium
00787694.json,36,18,5,5823.0,2,8,4,2,0.14433,medium
00914180.json,36,18,5,5821.0,2,8,4,2,0.144328,medium
00519317.json,36,18,5,5818.0,2,8,4,2,0.144325,medium
00320185.json,36,18,5,5816.0,2,6,2,2,0.144323,medium
00166416.json,36,18,5,5808.0,2,8,4,2,0.144314,medium
00497181.json,48,24,4,15456.0,4,0,8,4,0.14429,medium
00608748.json,36,18,5,5781.0,2,8,4,2,0.144284,medium
00649352.json,36,18,5,5780.0,2,8,4,2,0.144283,medium
00061943.json,52,26,4,14887.0,3,16,4,3,0.144278,medium
00323189.json,36,18,5,5773.0,2,10,2,2,0.144275,medium
00904792.json,36,18,5,5764.0,2,9,3,2,0.144265,medium
00068835.json,44,22,4,15978.0,5,0,6,5,0.144251,medium
00783050.json,44,22,4,15971.0,5,0,6,5,0.144243,medium
00053356.json,36,18,5,5743.0,2,8,2,2,0.144242,medium
00937432.json,54,27,4,8895.0,3,18,3,3,0.144232,medium
00184638.json,48,24,4,15387.0,4,0,8,4,0.144214,medium
00573725.json,30,15,5,12224.0,3,4,3,3,0.144212,medium
00862182.json,54,27,4,8871.0,3,18,3,3,0.144206,medium
00777232.json,36,18,5,5710.0,2,8,4,2,0.144206,medium
00568600.json,36,18,5,5676.0,2,8,2,2,0.144168,medium
00394159.json,36,18,5,5641.0,2,8,4,2,0.14413,medium
00484063.json,36,18,5,5638.0,2,10,2,2,0.144127,medium
00455383.json,44,22,4,15864.0,5,0,6,5,0.144125,medium
00682254.json,36,18,5,5626.0,2,8,4,2,0.144113,medium
00519341.json,36,18,5,5625.0,2,8,4,2,0.144112,medium
00976813.json,50,25,4,20680.0,3,16,3,3,0.144104,medium
00778483.json,36,18,5,5614.0,2,6,2,2,0.1441,medium
00898588.json,36,18,5,5611.0,2,8,4,2,0.144097,medium
00169356.json,36,18,5,5604.0,2,8,4,2,0.144089,medium
00598613.json,36,18,5,5603.0,2,8,4,2,0.144088,medium
00388310.json,36,18,5,5601.0,2,8,2,2,0.144086,medium
00775316.json,36,18,5,5592.0,2,8,4,2,0.144076,medium
00307025.json,30,15,5,12092.0,3,4,3,3,0.144067,medium
00457933.json,36,18,5,5580.0,2,8,4,2,0.144063,medium
00244712.json,36,18,5,5578.0,2,8,4,2,0.14406,medium
00499304.json,36,18,5,5578.0,2,8,4,2,0.14406,medium
00788114.json,50,25,4,20624.0,3,16,3,3,0.144042,medium
00607830.json,36,18,5,5561.0,2,8,4,2,0.144042,medium
00114114.json,36,18,5,5546.0,2,8,4,2,0.144025,medium
00703807.json,30,15,5,12050.0,3,4,3,3,0.14402,medium
00284650.json,36,18,5,5535.0,2,8,4,2,0.144013,medium
00614040.json,30,15,5,12039.0,3,4,3,3,0.144008,medium
00683100.json,36,18,5,5519.0,2,8,4,2,0.143995,medium
00766778.json,54,27,4,8677.0,3,18,3,3,0.143992,medium
00526558.json,52,26,4,14627.0,3,16,4,3,0.143991,medium
00117693.json,54,27,4,8670.0,3,18,3,3,0.143984,medium
00690545.json,36,18,5,5500.0,2,8,4,2,0.143974,medium
00831314.json,52,26,4,14602.0,3,16,4,3,0.143964,medium
00795043.json,30,15,5,11992.0,3,0,3,3,0.143956,medium
00657351.json,58,29,4,8081.0,2,23,2,2,0.14395,medium
00702149.json,54,27,4,8615.0,3,18,3,3,0.143924,medium
00779307.json,36,18,5,5453.0,2,11,2,2,0.143923,medium
00152222.json,36,18,5,5450.0,2,10,2,2,0.143919,medium
00878253.json,36,18,5,5444.0,2,8,4,2,0.143913,medium
00456864.json,44,22,4,15667.0,5,0,6,5,0.143908,medium
00659323.json,52,26,4,14540.0,3,17,3,3,0.143895,medium
00424655.json,30,15,5,11935.0,3,4,3,3,0.143894,medium
00379912.json,54,27,4,8585.0,3,18,3,3,0.14389,medium
00305594.json,48,24,4,15078.0,4,0,8,4,0.143874,medium
00486554.json,36,18,5,5394.0,2,8,4,2,0.143858,medium
00585545.json,48,24,4,15039.0,4,0,8,4,0.143831,medium
00981585.json,30,15,5,11872.0,3,4,3,3,0.143824,medium
00690201.json,48,24,4,15025.0,4,12,4,4,0.143815,medium
00987625.json,30,15,5,11861.0,3,4,3,3,0.143812,medium
00469603.json,50,25,4,9070.0,4,13,4,4,0.14381,medium
00196406.json,56,28,4,13903.0,2,0,12,2,0.143808,medium
00166629.json,48,24,4,15000.0,4,0,8,4,0.143788,medium
00395994.json,34,17,5,11270.0,2,10,2,2,0.143776,medium
00024970.json,36,18,5,5308.0,2,8,4,2,0.143763,medium
00896059.json,36,18,5,5308.0,2,8,2,2,0.143763,medium
00886684.json,34,17,5,11256.0,2,8,2,2,0.14376,medium
00580235.json,36,18,5,5291.0,2,8,4,2,0.143744,medium
00077660.json,34,17,5,11239.0,2,9,2,2,0.143741,medium
00008303.json,52,26,4,14395.0,3,17,3,3,0.143736,medium
00082461.json,36,18,5,5280.0,2,8,4,2,0.143732,medium
00970665.json,36,18,5,5278.0,2,8,2,2,0.14373,medium
00115010.json,36,18,5,5273.0,2,10,2,2,0.143724,medium
00513302.json,52,26,4,14384.0,3,16,4,3,0.143723,medium
00454526.json,30,15,5,11773.0,3,4,3,3,0.143715,medium
00203427.json,36,18,5,5256.0,2,8,4,2,0.143706,medium
00754155.json,58,29,4,7831.0,2,20,5,2,0.143674,medium
00942466.json,30,15,5,11733.0,3,4,3,3,0.143671,medium
00782329.json,36,18,5,5222.0,2,8,4,2,0.143668,medium
00266592.json,30,15,5,11708.0,3,4,3,3,0.143643,medium
00976317.json,30,15,5,11698.0,3,4,3,3,0.143632,medium
00416775.json,30,15,5,11683.0,3,4,3,3,0.143616,medium
00101916.json,54,27,4,8334.0,3,18,3,3,0.143614,medium
00028772.json,36,18,5,5173.0,2,8,4,2,0.143614,medium
00920848.json,30,15,5,11657.0,3,4,3,3,0.143587,medium
00705140.json,30,15,5,11656.0,3,4,3,3,0.143586,medium
00089630.json,36,18,5,5140.0,2,5,5,2,0.143578,medium
00871154.json,48,24,4,14809.0,4,12,4,4,0.143577,medium
00833673.json,34,17,5,11081.0,2,4,2,2,0.143567,medium
00777878.json,30,15,5,11630.0,3,4,3,3,0.143557,medium
00892813.json,54,27,4,8275.0,3,18,3,3,0.143549,medium
00485117.json,36,18,5,5113.0,2,10,2,2,0.143548,medium
00956524.json,50,25,4,20174.0,3,16,3,3,0.143547,medium
00922782.json,30,15,5,11609.0,3,4,3,3,0.143534,medium
00043624.json,54,27,4,8258.0,3,18,3,3,0.14353,medium
00755692.json,48,24,4,14760.0,4,0,8,4,0.143523,medium
00655719.json,30,15,5,11585.0,3,4,3,3,0.143508,medium
00606279.json,30,15,5,11584.0,3,4,3,3,0.143507,medium
00882817.json,52,26,4,14171.0,3,16,4,3,0.143489,medium
00326515.json,30,15,5,11564.0,3,4,3,3,0.143485,medium
00951519.json,30,15,5,11545.0,3,3,3,3,0.143464,medium
00894541.json,36,18,5,5031.0,2,8,4,2,0.143458,medium
00764893.json,52,26,4,14122.0,3,17,3,3,0.143435,medium
00444224.json,44,22,4,15235.0,5,0,6,5,0.143432,medium
00636079.json,30,15,5,11514.0,3,4,3,3,0.14343,medium
00302560.json,30,15,5,11501.0,3,4,3,3,0.143415,medium
00783625.json,30,15,5,11491.0,3,4,3,3,0.143404,medium
00975334.json,30,15,5,11487.0,3,4,3,3,0.1434,medium
00008132.json,30,15,5,11470.0,3,4,3,3,0.143381,medium
00837410.json,52,26,4,14052.0,3,17,3,3,0.143358,medium
00976318.json,30,15,5,11444.0,3,4,3,3,0.143353,medium
00489016.json,30,15,5,11441.0,3,4,3,3,0.143349,medium
00825886.json,52,26,4,14043.0,3,17,3,3,0.143348,medium
00883018.json,36,18,5,4925.0,2,11,2,2,0.143341,medium
00923938.json,52,26,4,14013.0,3,16,4,3,0.143315,medium
00799785.json,52,26,4,14002.0,3,16,4,3,0.143303,medium
00725962.json,50,25,4,19953.0,3,16,3,3,0.143303,medium
00605922.json,52,26,4,13976.0,3,17,3,3,0.143274,medium
00879188.json,30,15,5,11373.0,3,4,3,3,0.143274,medium
00274049.json,36,18,5,4851.0,2,10,3,2,0.143259,medium
00956186.json,54,27,4,8009.0,3,18,3,3,0.143256,medium
00005916.json,30,15,5,11351.0,3,4,3,3,0.14325,medium
00606198.json,30,15,5,11331.0,3,4,3,3,0.143228,medium
00674752.json,58,29,4,7387.0,2,23,2,2,0.143185,medium
00077852.json,30,15,5,11288.0,3,4,3,3,0.143181,medium
00916970.json,30,15,5,11274.0,3,4,3,3,0.143165,medium
00586683.json,30,15,5,11273.0,3,4,3,3,0.143164,medium
00800409.json,44,22,4,14986.0,5,0,6,5,0.143157,medium
00505935.json,30,15,5,11264.0,3,4,3,3,0.143154,medium
00516256.json,30,15,5,11259.0,3,4,3,3,0.143149,medium
00702863.json,30,15,5,11251.0,3,4,3,3,0.14314,medium
00020067.json,36,18,5,4730.0,2,11,2,2,0.143126,medium
00446853.json,50,25,4,19779.0,3,16,3,3,0.143111,medium
00582621.json,30,15,5,11219.0,3,4,3,3,0.143105,medium
00588430.json,58,29,4,7303.0,2,20,5,2,0.143093,medium
00089065.json,30,15,5,11183.0,3,4,3,3,0.143065,medium
00150292.json,44,22,4,14897.0,5,0,6,5,0.143059,medium
00993185.json,52,26,4,13779.0,3,16,4,3,0.143057,medium
00812685.json,30,15,5,11174.0,3,4,3,3,0.143055,medium
00763096.json,52,26,4,13776.0,3,17,3,3,0.143053,medium
00375425.json,30,15,5,11165.0,3,4,3,3,0.143045,medium
00107069.json,30,15,5,11161.0,3,4,3,3,0.143041,medium
00785007.json,50,25,4,19698.0,3,16,3,3,0.143022,medium
00134540.json,36,18,5,4632.0,2,10,2,2,0.143018,medium
00958260.json,50,25,4,19676.0,3,16,3,3,0.142998,medium
00918651.json,30,15,5,11111.0,3,4,3,3,0.142986,medium
00768803.json,52,26,4,13713.0,3,16,4,3,0.142984,medium
00954749.json,32,16,5,16501.0,2,6,2,2,0.142983,medium
00824262.json,30,15,5,11100.0,3,4,3,3,0.142973,medium
00766180.json,34,17,5,10533.0,2,6,2,2,0.142963,medium
00761500.json,48,24,4,14239.0,4,0,8,4,0.142949,medium
00606191.json,30,15,5,11061.0,3,4,3,3,0.14293,medium
00682318.json,30,15,5,11052.0,3,4,3,3,0.142921,medium
00060711.json,52,26,4,13641.0,3,16,4,3,0.142905,medium
00076534.json,36,18,5,4507.0,2,8,4,2,0.14288,medium
00764894.json,52,26,4,13586.0,3,17,3,3,0.142844,medium
00923937.json,52,26,4,13580.0,3,16,4,3,0.142838,medium
00760443.json,30,15,5,10974.0,3,4,3,3,0.142835,medium
00770476.json,48,24,4,14131.0,4,0,8,4,0.14283,medium
00577931.json,52,26,4,13568.0,3,16,4,3,0.142824,medium
00959402.json,52,26,4,13561.0,3,16,4,3,0.142817,medium
00911062.json,30,15,5,10943.0,3,4,3,3,0.1428,medium
00193666.json,30,15,5,10934.0,3,4,3,3,0.142791,medium
00217535.json,30,15,5,10926.0,3,4,3,3,0.142782,medium
00862748.json,30,15,5,10906.0,3,4,3,3,0.14276,medium
00664095.json,48,24,4,14064.0,4,0,8,4,0.142756,medium
00616086.json,48,24,4,14063.0,4,0,8,4,0.142755,medium
00393805.json,44,22,4,14589.0,5,0,6,5,0.14272,medium
00484820.json,30,15,5,10863.0,3,4,3,3,0.142712,medium
00248328.json,30,15,5,10861.0,3,4,3,3,0.14271,medium
00422293.json,30,15,5,10852.0,3,4,3,3,0.1427,medium
00788220.json,30,15,5,10850.0,3,4,3,3,0.142698,medium
00430451.json,56,28,4,12891.0,2,0,12,2,0.142693,medium
00456506.json,30,15,5,10844.0,3,4,3,3,0.142691,medium
00649482.json,52,26,4,13440.0,3,16,4,3,0.142683,medium
00982984.json,30,15,5,10834.0,3,4,3,3,0.14268,medium
00305593.json,48,24,4,13994.0,4,0,8,4,0.142679,medium
00602833.json,30,15,5,10833.0,3,4,3,3,0.142679,medium
00204879.json,30,15,5,10832.0,3,4,3,3,0.142678,medium
00109005.json,30,15,5,10817.0,3,4,3,3,0.142662,medium
00109379.json,36,18,5,4307.0,2,8,4,2,0.14266,medium
00569874.json,30,15,5,10813.0,3,4,3,3,0.142657,medium
00779117.json,30,15,5,10811.0,3,4,3,3,0.142655,medium
00951518.json,30,15,5,10810.0,3,3,3,3,0.142654,medium
00160433.json,52,26,4,13412.0,3,16,4,3,0.142652,medium
00130650.json,54,27,4,7454.0,3,18,3,3,0.142644,medium
00677691.json,30,15,5,10792.0,3,4,3,3,0.142634,medium
00582049.json,30,15,5,10790.0,3,4,3,3,0.142632,medium
00482227.json,30,15,5,10786.0,3,4,3,3,0.142627,medium
00506128.json,30,15,5,10785.0,3,4,3,3,0.142626,medium
00501639.json,56,28,4,12827.0,2,0,12,2,0.142622,medium
00918499.json,56,28,4,12827.0,2,0,12,2,0.142622,medium
00987104.json,54,27,4,7426.0,3,18,3,3,0.142613,medium
00945321.json,30,15,5,10761.0,3,4,3,3,0.1426,medium
00207563.json,52,26,4,13343.0,3,16,4,3,0.142576,medium
00572425.json,30,15,5,10735.0,3,4,3,3,0.142571,medium
00077963.json,34,17,5,10171.0,2,9,2,2,0.142564,medium
00728531.json,50,25,4,19264.0,3,16,3,3,0.142544,medium
00933514.json,32,16,5,16091.0,2,9,2,2,0.142531,medium
00366372.json,52,26,4,13270.0,3,17,3,3,0.142496,medium
00797145.json,30,15,5,10660.0,3,4,3,3,0.142489,medium
00472889.json,30,15,5,10656.0,3,4,3,3,0.142484,medium
00059376.json,34,17,5,10094.0,2,6,4,2,0.14248,medium
00211436.json,30,15,5,10649.0,3,4,3,3,0.142476,medium
00680053.json,30,15,5,10646.0,3,4,3,3,0.142473,medium
00606193.json,30,15,5,10643.0,3,4,3,3,0.14247,medium
00892213.json,52,26,4,13243.0,3,17,3,3,0.142466,medium
00625556.json,30,15,5,10634.0,3,4,3,3,0.14246,medium
00779767.json,30,15,5,10633.0,3,4,3,3,0.142459,medium
00422295.json,30,15,5,10623.0,3,4,3,3,0.142448,medium
00984763.json,52,26,4,13224.0,3,16,4,3,0.142445,medium
00606202.json,30,15,5,10618.0,3,4,3,3,0.142442,medium
00795328.json,56,28,4,12660.0,2,20,4,2,0.142438,medium
00902038.json,30,15,5,10599.0,3,4,3,3,0.142421,medium
00885563.json,30,15,5,10598.0,3,4,3,3,0.14242,medium
00588061.json,30,15,5,10577.0,3,4,3,3,0.142397,medium
00592597.json,30,15,5,10563.0,3,4,3,3,0.142382,medium
00005041.json,30,15,5,10562.0,3,4,3,3,0.142381,medium
00644506.json,30,15,5,10559.0,3,4,3,3,0.142377,medium
00455717.json,30,15,5,10557.0,3,4,3,3,0.142375,medium
00193667.json,30,15,5,10522.0,3,4,3,3,0.142336,medium
00923906.json,30,15,5,10514.0,3,4,3,3,0.142328,medium
00567077.json,56,28,4,12559.0,2,0,12,2,0.142327,medium
00708963.json,30,15,5,10508.0,3,4,3,3,0.142321,medium
00302530.json,30,15,5,10501.0,3,4,3,3,0.142313,medium
00736591.json,50,25,4,19047.0,3,16,3,3,0.142305,medium
00722723.json,48,24,4,13647.0,4,0,8,4,0.142297,medium
00802762.json,30,15,5,10480.0,3,4,3,3,0.14229,medium
00652764.json,30,15,5,10475.0,3,4,3,3,0.142285,medium
00425480.json,52,26,4,13065.0,3,17,3,3,0.14227,medium
00779412.json,36,18,5,3949.0,2,11,2,2,0.142265,medium
00821631.json,30,15,5,10456.0,3,4,3,3,0.142264,medium
00925415.json,30,15,5,10445.0,3,4,3,3,0.142252,medium
00505065.json,34,17,5,9879.0,2,10,2,2,0.142243,medium
00969563.json,30,15,5,10420.0,3,4,3,3,0.142224,medium
00180254.json,30,15,5,10412.0,3,4,3,3,0.142215,medium
00687082.json,30,15,5,10412.0,3,4,3,3,0.142215,medium
00840808.json,30,15,5,10410.0,3,4,3,3,0.142213,medium
00520137.json,48,24,4,13569.0,4,12,4,4,0.142211,medium
00929632.json,30,15,5,10395.0,3,4,3,3,0.142197,medium
00714479.json,48,24,4,13547.0,4,12,4,4,0.142186,medium
00868528.json,30,15,5,10383.0,3,4,3,3,0.142183,medium
00690591.json,30,15,5,10369.0,3,4,3,3,0.142168,medium
00873420.json,30,15,5,10356.0,3,4,3,3,0.142154,medium
00014943.json,30,15,5,10351.0,3,4,3,3,0.142148,medium
00015518.json,34,17,5,9782.0,2,8,2,2,0.142136,medium
00105357.json,30,15,5,10337.0,3,4,3,3,0.142133,medium
00521026.json,30,15,5,10331.0,3,4,3,3,0.142126,medium
00648054.json,30,15,5,10320.0,3,4,3,3,0.142114,medium
00185994.json,30,15,5,10319.0,3,4,3,3,0.142113,medium
00541488.json,58,29,4,6411.0,2,22,3,2,0.14211,medium
00448738.json,30,15,5,10315.0,3,4,3,3,0.142108,medium
00429498.json,52,26,4,12905.0,3,16,4,3,0.142094,medium
00064856.json,48,24,4,13452.0,4,0,8,4,0.142082,medium
00672654.json,30,15,5,10281.0,3,4,3,3,0.142071,medium
00574379.json,48,24,4,13438.0,4,0,8,4,0.142066,medium
00941877.json,58,29,4,6371.0,2,20,5,2,0.142065,medium
00372747.json,32,16,5,15666.0,2,8,2,2,0.142062,medium
00578776.json,30,15,5,10272.0,3,4,3,3,0.142061,medium
00381144.json,30,15,5,10268.0,3,4,3,3,0.142057,medium
00464530.json,30,15,5,10268.0,3,4,3,3,0.142057,medium
00680054.json,30,15,5,10264.0,3,4,3,3,0.142052,medium
00377073.json,30,15,5,10257.0,3,4,3,3,0.142044,medium
00716307.json,50,25,4,18808.0,3,16,3,3,0.142041,medium
00713679.json,30,15,5,10250.0,3,4,3,3,0.142037,medium
00141579.json,30,15,5,10242.0,3,3,3,3,0.142028,medium
00368205.json,30,15,5,10241.0,3,4,3,3,0.142027,medium
00993518.json,30,15,5,10238.0,3,4,3,3,0.142024,medium
00993771.json,30,15,5,10230.0,3,4,3,3,0.142015,medium
00715809.json,30,15,5,10212.0,3,4,3,3,0.141995,medium
00821820.json,30,15,5,10207.0,3,4,3,3,0.141989,medium
00423852.json,30,15,5,10205.0,3,4,3,3,0.141987,medium
00929669.json,30,15,5,10204.0,3,4,3,3,0.141986,medium
00943137.json,32,16,5,15595.0,2,8,3,2,0.141984,medium
00600440.json,48,24,4,13361.0,4,12,4,4,0.141981,medium
00892820.json,30,15,5,10198.0,3,4,3,3,0.141979,medium
00582869.json,44,22,4,13916.0,5,0,6,5,0.141978,medium
00873599.json,50,25,4,18745.0,3,16,3,3,0.141972,medium
00600848.json,30,15,5,10184.0,3,4,3,3,0.141964,medium
00026780.json,30,15,5,10182.0,3,4,3,3,0.141962,medium
00587589.json,48,24,4,13334.0,4,0,8,4,0.141952,medium
00699279.json,30,15,5,10163.0,3,4,3,3,0.141941,medium
00917120.json,30,15,5,10145.0,3,4,3,3,0.141921,medium
00697076.json,30,15,5,10141.0,3,4,3,3,0.141917,medium
00715176.json,30,15,5,10133.0,3,4,3,3,0.141908,medium
00681175.json,30,15,5,10132.0,3,4,3,3,0.141907,medium
00347011.json,30,15,5,10128.0,3,4,3,3,0.141902,medium
00344187.json,30,15,5,10123.0,3,4,3,3,0.141897,medium
00135309.json,30,15,5,10121.0,3,4,3,3,0.141895,medium
00597932.json,52,26,4,12718.0,3,16,4,3,0.141888,medium
00007676.json,30,15,5,10097.0,3,4,3,3,0.141868,medium
00527452.json,30,15,5,10090.0,3,4,3,3,0.14186,medium
00217350.json,30,15,5,10087.0,3,4,3,3,0.141857,medium
00951937.json,30,15,5,10086.0,3,4,3,3,0.141856,medium
00673935.json,30,15,5,10076.0,3,4,3,3,0.141845,medium
00424997.json,30,15,5,10074.0,3,4,3,3,0.141843,medium
00825242.json,30,15,5,10074.0,3,4,3,3,0.141843,medium
00486455.json,34,17,5,9515.0,2,7,2,2,0.141842,medium
00801098.json,30,15,5,10072.0,3,4,3,3,0.141841,medium
00706083.json,30,15,5,10070.0,3,4,3,3,0.141838,medium
00400628.json,30,15,5,10069.0,3,4,3,3,0.141837,medium
00993509.json,30,15,5,10052.0,3,4,3,3,0.141819,medium
00715808.json,30,15,5,10047.0,3,4,3,3,0.141813,medium
00440490.json,30,15,5,10044.0,3,4,3,3,0.14181,medium
00953327.json,30,15,5,10043.0,3,4,3,3,0.141809,medium
00714285.json,30,15,5,10037.0,3,3,3,3,0.141802,medium
00302533.json,30,15,5,10031.0,3,4,3,3,0.141795,medium
00056478.json,30,15,5,10029.0,3,4,3,3,0.141793,medium
00900785.json,30,15,5,10021.0,3,4,3,3,0.141784,medium
