sample_group,sample_id,action_json_file,action_json_path,event_count,pair_count,unique_action_count,span_ms,line_pair_count,sketch_pair_count,curve_pair_count,extrusion_pair_count,complexity_score,complexity_label
confirm_set_600,00756610,00756610.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00756610.json,28,14,5,6222.0,5,2,2,2,0.118541,medium
confirm_set_600,00758614,00758614.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00758614.json,42,21,4,12384.0,12,3,3,3,0.108733,medium
confirm_set_600,00759379,00759379.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00759379.json,38,19,5,9256.0,6,4,3,3,0.167171,medium
confirm_set_600,00759614,00759614.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00759614.json,42,21,4,8177.0,12,3,3,3,0.104097,medium
confirm_set_600,00762111,00762111.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00762111.json,44,22,5,17752.0,8,4,4,4,0.208705,medium
confirm_set_600,00762255,00762255.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00762255.json,38,19,5,9289.0,4,5,3,3,0.167207,medium
confirm_set_600,00764891,00764891.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00764891.json,46,23,4,13991.0,14,3,3,3,0.123618,medium
confirm_set_600,00777547,00777547.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00777547.json,56,28,4,12949.0,16,4,4,4,0.167757,medium
confirm_set_600,00779529,00779529.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00779529.json,30,15,6,5853.0,4,2,2,2,0.199691,medium
confirm_set_600,00783301,00783301.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00783301.json,46,23,5,9497.0,12,4,3,3,0.193666,medium
confirm_set_600,00783517,00783517.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00783517.json,30,15,5,5366.0,4,4,2,2,0.124155,medium
confirm_set_600,00786723,00786723.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00786723.json,48,24,5,9381.0,8,6,3,3,0.200096,medium
confirm_set_600,00787176,00787176.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00787176.json,38,19,5,12489.0,7,3,3,3,0.170734,medium
confirm_set_600,00789725,00789725.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00789725.json,48,24,4,6384.0,16,4,2,2,0.109293,medium
confirm_set_600,00792336,00792336.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00792336.json,56,28,4,18942.0,0,7,7,7,0.211861,medium
confirm_set_600,00795328,00795328.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00795328.json,56,28,4,12660.0,20,4,2,2,0.142438,medium
confirm_set_600,00806809,00806809.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00806809.json,34,17,5,8622.0,6,3,3,3,0.153357,medium
confirm_set_600,00809866,00809866.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00809866.json,56,28,4,13359.0,16,4,4,4,0.168209,medium
confirm_set_600,00811125,00811125.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00811125.json,48,24,4,10854.0,15,3,3,3,0.126719,medium
confirm_set_600,00811214,00811214.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00811214.json,48,24,5,9838.0,16,2,2,2,0.188099,medium
confirm_set_600,00824096,00824096.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00824096.json,58,29,4,13497.0,17,4,4,4,0.174918,medium
confirm_set_600,00829406,00829406.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00829406.json,44,22,4,16682.0,13,3,3,3,0.120026,medium
confirm_set_600,00835978,00835978.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00835978.json,44,22,5,8688.0,14,2,2,2,0.173717,medium
confirm_set_600,00841211,00841211.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00841211.json,28,14,5,6267.0,4,2,2,2,0.11859,medium
confirm_set_600,00841514,00841514.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00841514.json,48,24,4,9368.0,15,3,3,3,0.125081,medium
confirm_set_600,00845150,00845150.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00845150.json,50,25,5,12757.0,12,4,4,4,0.222873,medium
confirm_set_600,00846954,00846954.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00846954.json,72,36,4,16933.0,24,4,4,4,0.224606,medium
confirm_set_600,00848362,00848362.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00848362.json,70,35,4,15496.0,24,5,3,3,0.203965,medium
confirm_set_600,00860199,00860199.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00860199.json,60,30,4,12216.0,0,10,5,5,0.192564,medium
confirm_set_600,00864880,00864880.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00864880.json,38,19,5,4889.0,10,3,2,2,0.149859,medium
confirm_set_600,00867687,00867687.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00867687.json,28,14,5,4597.0,4,2,2,2,0.11675,medium
confirm_set_600,00869632,00869632.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00869632.json,46,23,4,10882.0,14,3,3,3,0.120192,medium
confirm_set_600,00874602,00874602.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00874602.json,42,21,4,9595.0,12,3,3,3,0.105659,medium
confirm_set_600,00877863,00877863.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00877863.json,58,29,4,11483.0,20,5,2,2,0.147699,medium
confirm_set_600,00880280,00880280.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00880280.json,54,27,4,8504.0,20,3,2,2,0.131301,medium
confirm_set_600,00887871,00887871.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00887871.json,26,13,6,9009.0,2,3,2,2,0.190054,medium
confirm_set_600,00896380,00896380.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00896380.json,48,24,4,14279.0,16,4,2,2,0.117993,medium
confirm_set_600,00904818,00904818.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00904818.json,26,13,5,6904.0,4,3,2,2,0.112735,medium
confirm_set_600,00911721,00911721.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00911721.json,72,36,4,17981.0,24,4,4,4,0.225761,medium
confirm_set_600,00919144,00919144.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00919144.json,34,17,5,8120.0,6,3,3,3,0.152804,medium
confirm_set_600,00921806,00921806.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00921806.json,48,24,4,11018.0,0,8,4,4,0.139399,medium
confirm_set_600,00924575,00924575.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00924575.json,38,19,5,14131.0,4,4,4,4,0.185043,medium
confirm_set_600,00939724,00939724.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00939724.json,38,19,5,13375.0,4,4,4,4,0.18421,medium
confirm_set_600,00953672,00953672.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00953672.json,56,28,4,16705.0,16,4,4,4,0.171896,medium
confirm_set_600,00954782,00954782.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00954782.json,22,11,5,7611.0,4,2,2,2,0.100399,medium
confirm_set_600,00958603,00958603.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00958603.json,36,18,5,8070.0,8,3,3,3,0.159307,medium
confirm_set_600,00976414,00976414.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00976414.json,34,17,5,7072.0,4,4,3,3,0.151649,medium
confirm_set_600,00981348,00981348.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00981348.json,38,19,5,8775.0,7,3,3,3,0.166641,medium
confirm_set_600,00987539,00987539.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00987539.json,44,22,4,11757.0,16,2,2,2,0.102099,medium
confirm_set_600,00989505,00989505.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00989505.json,26,13,5,8184.0,6,2,2,2,0.114145,medium
confirm_set_600,00994722,00994722.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00994722.json,36,18,5,9867.0,8,3,3,3,0.161287,medium
confirm_set_600,00994738,00994738.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00994738.json,36,18,5,10506.0,8,3,3,3,0.161991,medium
confirm_set_600,00005057,00005057.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00005057.json,42,21,6,6753.0,2,6,3,3,0.252527,high
confirm_set_600,00042224,00042224.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00042224.json,86,43,4,29766.0,28,5,5,5,0.29715,high
confirm_set_600,00046396,00046396.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00046396.json,72,36,5,20405.0,10,6,6,6,0.328432,high
confirm_set_600,00049435,00049435.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00049435.json,78,39,6,21738.0,13,7,6,6,0.424573,high
confirm_set_600,00054348,00054348.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00054348.json,52,26,6,11528.0,4,6,4,4,0.303076,high
confirm_set_600,00056665,00056665.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00056665.json,94,47,4,24597.0,35,4,4,4,0.305183,high
confirm_set_600,00063701,00063701.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00063701.json,120,60,6,42883.0,8,12,5,5,0.57308,high
confirm_set_600,00067200,00067200.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00067200.json,78,39,5,20367.0,20,6,6,6,0.348063,high
confirm_set_600,00067300,00067300.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00067300.json,38,19,6,7989.0,2,5,3,3,0.240775,high
confirm_set_600,00073875,00073875.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00073875.json,60,30,6,15551.0,2,8,5,5,0.346239,high
confirm_set_600,00076931,00076931.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00076931.json,62,31,5,28510.0,12,5,5,5,0.292077,high
confirm_set_600,00078360,00078360.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00078360.json,94,47,6,32442.0,15,9,8,8,0.513828,high
confirm_set_600,00080359,00080359.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00080359.json,60,30,6,12475.0,4,8,4,4,0.330349,high
confirm_set_600,00090982,00090982.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00090982.json,90,45,6,27525.0,11,9,6,6,0.470295,high
confirm_set_600,00100838,00100838.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00100838.json,118,59,5,33958.0,6,18,9,9,0.531687,high
confirm_set_600,00101411,00101411.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00101411.json,104,52,5,22568.0,30,6,6,6,0.435734,high
confirm_set_600,00107149,00107149.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00107149.json,36,18,6,11544.0,5,4,3,3,0.238135,high
confirm_set_600,00111123,00111123.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00111123.json,56,28,5,15984.0,8,6,5,5,0.258601,high
confirm_set_600,00116137,00116137.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00116137.json,102,51,6,39097.0,18,9,8,8,0.547391,high
confirm_set_600,00125064,00125064.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00125064.json,76,38,6,26012.0,14,6,6,6,0.422726,high
confirm_set_600,00126026,00126026.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00126026.json,110,55,5,25866.0,20,9,9,9,0.49654,high
confirm_set_600,00126295,00126295.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00126295.json,58,29,5,12272.0,16,3,3,3,0.236068,high
confirm_set_600,00130773,00130773.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00130773.json,60,30,6,13857.0,14,5,4,4,0.331872,high
confirm_set_600,00135717,00135717.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00135717.json,58,29,6,16395.0,10,5,5,5,0.340612,high
confirm_set_600,00136936,00136936.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00136936.json,84,42,5,21307.0,14,6,6,6,0.368771,high
confirm_set_600,00140086,00140086.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00140086.json,76,38,6,14258.0,15,9,4,4,0.384773,high
confirm_set_600,00145179,00145179.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00145179.json,56,28,5,20103.0,8,6,5,5,0.26314,high
confirm_set_600,00145601,00145601.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00145601.json,64,32,5,10314.0,9,9,3,3,0.253583,high
confirm_set_600,00187438,00187438.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00187438.json,78,39,4,16825.0,24,5,5,5,0.256659,high
confirm_set_600,00190860,00190860.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00190860.json,78,39,5,11594.0,28,3,3,3,0.300895,high
confirm_set_600,00192555,00192555.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00192555.json,106,53,5,31401.0,28,8,8,8,0.477025,high
confirm_set_600,00193095,00193095.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00193095.json,128,64,4,33955.0,37,9,9,9,0.489471,high
confirm_set_600,00200082,00200082.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00200082.json,102,51,5,26683.0,16,9,9,9,0.471211,high
confirm_set_600,00204413,00204413.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00204413.json,74,37,5,14691.0,22,5,3,3,0.291193,high
confirm_set_600,00207855,00207855.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00207855.json,112,56,4,39995.0,32,8,8,8,0.431168,high
confirm_set_600,00212225,00212225.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00212225.json,84,42,4,28004.0,24,6,6,6,0.30115,high
confirm_set_600,00212242,00212242.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00212242.json,86,43,5,24408.0,14,7,7,7,0.391245,high
confirm_set_600,00212442,00212442.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00212442.json,62,31,5,9966.0,12,3,2,2,0.234142,high
confirm_set_600,00216292,00216292.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00216292.json,58,29,6,17057.0,10,4,4,4,0.328841,high
confirm_set_600,00216512,00216512.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00216512.json,106,53,6,30410.0,32,7,4,4,0.500933,high
confirm_set_600,00217697,00217697.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00217697.json,86,43,6,19518.0,12,6,5,5,0.435856,high
confirm_set_600,00240156,00240156.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00240156.json,68,34,4,27296.0,19,5,5,5,0.235411,high
confirm_set_600,00240974,00240974.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00240974.json,76,38,5,17002.0,0,9,3,3,0.300297,high
confirm_set_600,00241220,00241220.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00241220.json,112,56,4,34861.0,38,6,6,6,0.40051,high
confirm_set_600,00241706,00241706.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00241706.json,58,29,5,13210.0,16,3,3,3,0.237102,high
confirm_set_600,00244056,00244056.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00244056.json,50,25,6,13671.0,8,4,4,4,0.29888,high
confirm_set_600,00246949,00246949.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00246949.json,70,35,4,18717.0,20,5,5,5,0.232515,high
confirm_set_600,00248921,00248921.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00248921.json,56,28,6,22285.0,9,5,3,3,0.315545,high
confirm_set_600,00249186,00249186.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00249186.json,38,19,6,10293.0,2,5,3,3,0.243314,high
confirm_set_600,00256189,00256189.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00256189.json,90,45,6,20735.0,7,12,7,7,0.475312,high
confirm_set_600,00260506,00260506.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260506.json,120,60,4,24594.0,40,8,6,6,0.415426,high
confirm_set_600,00263467,00263467.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00263467.json,54,27,6,13862.0,3,7,4,4,0.312206,high
confirm_set_600,00265240,00265240.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00265240.json,50,25,5,16277.0,4,6,5,5,0.239252,high
confirm_set_600,00267785,00267785.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00267785.json,58,29,6,22323.0,14,7,2,2,0.309644,high
confirm_set_600,00269561,00269561.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00269561.json,42,21,6,12357.0,4,4,4,4,0.271203,high
confirm_set_600,00276880,00276880.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00276880.json,66,33,5,23580.0,12,6,6,6,0.312259,high
confirm_set_600,00277086,00277086.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00277086.json,62,31,5,26658.0,4,7,7,7,0.315036,high
confirm_set_600,00277274,00277274.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00277274.json,84,42,4,19052.0,24,6,6,6,0.291286,high
confirm_set_600,00277520,00277520.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00277520.json,56,28,5,22099.0,10,4,4,4,0.25284,high
confirm_set_600,00279368,00279368.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00279368.json,132,66,4,43349.0,45,7,7,7,0.487937,high
confirm_set_600,00281869,00281869.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00281869.json,84,42,6,25836.0,14,8,6,6,0.448761,high
confirm_set_600,00283613,00283613.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00283613.json,78,39,4,13562.0,24,5,5,5,0.253064,high
confirm_set_600,00283662,00283662.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00283662.json,38,19,6,9911.0,6,4,3,3,0.242893,high
confirm_set_600,00284027,00284027.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00284027.json,70,35,4,15613.0,20,5,5,5,0.229094,high
confirm_set_600,00285064,00285064.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00285064.json,48,24,6,9931.0,4,6,3,3,0.275702,high
confirm_set_600,00286702,00286702.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00286702.json,72,36,6,17955.0,4,10,5,5,0.388232,high
confirm_set_600,00288007,00288007.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00288007.json,70,35,5,19313.0,12,5,5,5,0.308172,high
confirm_set_600,00304055,00304055.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00304055.json,108,54,6,38625.0,24,6,4,4,0.516543,high
confirm_set_600,00304257,00304257.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00304257.json,38,19,6,10720.0,2,5,3,3,0.243784,high
confirm_set_600,00306527,00306527.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00306527.json,68,34,5,14523.0,18,6,4,4,0.283836,high
confirm_set_600,00307961,00307961.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00307961.json,70,35,4,19236.0,20,5,5,5,0.233087,high
confirm_set_600,00314297,00314297.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00314297.json,104,52,5,28103.0,16,8,8,8,0.466833,high
confirm_set_600,00324457,00324457.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00324457.json,74,37,4,29305.0,22,5,5,5,0.257297,high
confirm_set_600,00329408,00329408.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00329408.json,70,35,6,14660.0,13,5,5,5,0.378044,high
confirm_set_600,00340665,00340665.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00340665.json,104,52,4,31957.0,0,17,9,9,0.40858,high
confirm_set_600,00360516,00360516.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00360516.json,88,44,6,24976.0,6,11,6,6,0.460928,high
confirm_set_600,00361589,00361589.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00361589.json,66,33,5,14902.0,12,4,4,4,0.277696,high
confirm_set_600,00363805,00363805.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00363805.json,34,17,6,9472.0,2,4,3,3,0.229294,high
confirm_set_600,00378412,00378412.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00378412.json,78,39,4,32041.0,24,5,5,5,0.273427,high
confirm_set_600,00393774,00393774.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00393774.json,90,45,6,24037.0,9,11,7,7,0.478951,high
confirm_set_600,00406105,00406105.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00406105.json,78,39,4,22720.0,24,5,5,5,0.263156,high
confirm_set_600,00407169,00407169.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00407169.json,78,39,6,10946.0,12,7,2,2,0.362681,high
confirm_set_600,00418681,00418681.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00418681.json,70,35,4,14500.0,20,5,5,5,0.227868,high
confirm_set_600,00422621,00422621.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00422621.json,60,30,5,18759.0,8,6,6,6,0.287274,high
confirm_set_600,00425499,00425499.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00425499.json,62,31,5,10577.0,12,3,2,2,0.234815,high
confirm_set_600,00428860,00428860.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00428860.json,48,24,6,28533.0,6,4,3,3,0.296201,high
confirm_set_600,00429548,00429548.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00429548.json,126,63,4,30427.0,36,9,9,9,0.479026,high
confirm_set_600,00433289,00433289.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00433289.json,70,35,4,16531.0,20,5,5,5,0.230106,high
confirm_set_600,00436464,00436464.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00436464.json,56,28,5,9685.0,17,3,3,3,0.22666,high
confirm_set_600,00436810,00436810.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00436810.json,60,30,6,13739.0,10,6,3,3,0.319242,high
confirm_set_600,00446152,00446152.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00446152.json,82,41,5,23860.0,28,4,4,4,0.340027,high
confirm_set_600,00446799,00446799.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00446799.json,78,39,5,23978.0,20,6,6,6,0.352042,high
confirm_set_600,00448250,00448250.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00448250.json,88,44,4,33546.0,26,6,6,6,0.320372,high
confirm_set_600,00448651,00448651.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00448651.json,94,47,5,34959.0,29,5,5,5,0.404102,high
confirm_set_600,00462876,00462876.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00462876.json,62,31,5,8638.0,20,5,2,2,0.232678,high
confirm_set_600,00482621,00482621.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00482621.json,58,29,6,12247.0,9,6,3,3,0.311041,high
confirm_set_600,00483383,00483383.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00483383.json,80,40,6,18716.0,15,8,6,6,0.427801,high
confirm_set_600,00486583,00486583.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00486583.json,80,40,5,10975.0,23,7,4,4,0.31927,high
confirm_set_600,00487758,00487758.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00487758.json,110,55,5,35156.0,30,8,8,8,0.494278,high
confirm_set_600,00488451,00488451.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00488451.json,70,35,6,12938.0,6,5,4,4,0.363646,high
confirm_set_600,00494369,00494369.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00494369.json,56,28,5,11327.0,12,4,4,4,0.240969,high
confirm_set_600,00506997,00506997.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00506997.json,118,59,5,23422.0,40,8,5,5,0.470077,high
confirm_set_600,00547057,00547057.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00547057.json,62,31,5,10406.0,12,3,2,2,0.234627,high
confirm_set_600,00560832,00560832.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00560832.json,80,40,4,29942.0,0,10,10,10,0.340171,high
confirm_set_600,00560883,00560883.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00560883.json,52,26,6,13686.0,10,5,2,2,0.280454,high
confirm_set_600,00561271,00561271.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00561271.json,62,31,5,19312.0,14,5,5,5,0.281941,high
confirm_set_600,00561481,00561481.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00561481.json,46,23,6,10960.0,8,4,3,3,0.270278,high
confirm_set_600,00569566,00569566.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00569566.json,104,52,4,41126.0,40,4,4,4,0.356184,high
confirm_set_600,00570312,00570312.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00570312.json,46,23,6,13613.0,2,6,4,4,0.285702,high
confirm_set_600,00580877,00580877.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00580877.json,84,42,6,27587.0,4,11,7,7,0.463191,high
confirm_set_600,00582671,00582671.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00582671.json,66,33,6,12578.0,15,6,3,3,0.337635,high
confirm_set_600,00584123,00584123.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00584123.json,34,17,6,10463.0,2,4,3,3,0.230386,high
confirm_set_600,00584779,00584779.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00584779.json,66,33,5,15902.0,14,4,4,4,0.278798,high
confirm_set_600,00603453,00603453.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00603453.json,78,39,4,23281.0,24,5,5,5,0.263774,high
confirm_set_600,00606089,00606089.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00606089.json,80,40,5,29398.0,16,6,6,6,0.364572,high
confirm_set_600,00611818,00611818.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00611818.json,42,21,6,9098.0,2,6,3,3,0.255112,high
confirm_set_600,00615406,00615406.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00615406.json,62,31,6,20252.0,6,7,4,4,0.345477,high
confirm_set_600,00619432,00619432.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00619432.json,38,19,6,8687.0,2,5,3,3,0.241544,high
confirm_set_600,00624426,00624426.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00624426.json,60,30,6,14341.0,3,5,4,4,0.332406,high
confirm_set_600,00632896,00632896.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00632896.json,126,63,5,32325.0,28,11,10,10,0.568617,high
confirm_set_600,00640664,00640664.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00640664.json,50,25,6,21437.0,2,7,4,4,0.307438,high
confirm_set_600,00641215,00641215.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00641215.json,76,38,4,23509.0,23,5,5,5,0.257468,high
confirm_set_600,00653274,00653274.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00653274.json,40,20,6,9632.0,9,3,3,3,0.249143,high
